"","setname","teamName","opponent","season","wonMatch","wonSet","serveErr","setErr","attackErr","freeballErr","ace","kill","stuffBlock","unforcedErrs","earnedPts"
"328","211121 CU vs Cal 3-0s2","Cal","CU","21","FALSE","FALSE",2,1,3,0,1,13,5,6,19
"329","211121 CU vs Cal 3-0s3","Cal","CU","21","FALSE","FALSE",0,0,2,1,2,11,1,3,14
"330","211124 CU vs WA 1-3s1","WA","CU","21","TRUE","TRUE",1,0,6,0,4,14,1,7,19
"331","211124 CU vs WA 1-3s2","WA","CU","21","TRUE","FALSE",0,0,2,0,1,13,1,2,15
"332","211124 CU vs WA 1-3s3","WA","CU","21","TRUE","TRUE",1,0,5,0,2,18,3,6,23
"333","211124 CU vs WA 1-3s4","WA","CU","21","TRUE","TRUE",2,0,3,0,1,17,0,5,18
"334","211127 CU @ UT 1-3s1","UT","CU","21","TRUE","TRUE",0,0,4,0,1,20,3,4,24
"335","211127 CU @ UT 1-3s2","UT","CU","21","TRUE","FALSE",1,0,5,1,1,13,3,7,17
"336","211127 CU @ UT 1-3s3","UT","CU","21","TRUE","TRUE",1,0,0,0,2,15,1,1,18
"337","211127 CU @ UT 1-3s4","UT","CU","21","TRUE","TRUE",1,0,5,0,0,15,5,6,20
"338","220826 CU vs UWGB 3-0s1","UWGB","CU","22","FALSE","FALSE",2,0,2,0,1,5,0,4,6
"339","220826 CU vs UWGB 3-0s2","UWGB","CU","22","FALSE","FALSE",1,0,3,0,2,10,2,4,14
"340","220826 CU vs UWGB 3-0s3","UWGB","CU","22","FALSE","FALSE",1,0,4,0,1,11,3,5,15
"341","220826 CU vs W MI 3-1s1","W MI","CU","22","FALSE","TRUE",5,1,2,0,3,14,1,8,18
"342","220826 CU vs W MI 3-1s2","W MI","CU","22","FALSE","FALSE",4,0,4,0,2,12,3,8,17
"343","220826 CU vs W MI 3-1s3","W MI","CU","22","FALSE","FALSE",2,0,3,0,0,15,1,5,16
"344","220826 CU vs W MI 3-1s4","W MI","CU","22","FALSE","FALSE",2,0,5,0,2,9,3,7,14
"345","220827 CU vs Den 3-2s1","Den","CU","22","FALSE","FALSE",3,0,3,0,1,8,3,6,12
"346","220827 CU vs Den 3-2s2","Den","CU","22","FALSE","TRUE",1,1,3,0,3,13,1,5,17
"347","220827 CU vs Den 3-2s3","Den","CU","22","FALSE","TRUE",0,0,6,0,0,16,3,6,19
"348","220827 CU vs Den 3-2s4","Den","CU","22","FALSE","FALSE",0,1,1,0,2,13,3,2,18
"349","220827 CU vs Den 3-2s5","Den","CU","22","FALSE","FALSE",1,0,1,0,0,8,0,2,8
"350","220903 CU vs IL 3-0s1","IL","CU","22","FALSE","FALSE",3,0,5,0,2,13,2,8,17
"351","220903 CU vs IL 3-0s2","IL","CU","22","FALSE","FALSE",4,0,3,1,1,14,1,8,16
"352","220903 CU vs IL 3-0s3","IL","CU","22","FALSE","FALSE",3,0,3,0,1,14,2,6,17
"353","220904 CU vs IA 3-0s1","IA","CU","22","FALSE","FALSE",2,0,2,0,2,12,1,4,15
"354","220904 CU vs IA 3-0s2","IA","CU","22","FALSE","FALSE",1,0,6,0,1,7,1,7,9
"355","220904 CU vs IA 3-0s3","IA","CU","22","FALSE","FALSE",2,1,3,0,3,12,3,6,18
"356","220909 CU vs FIU 3-0s1","FIU","CU","22","FALSE","FALSE",3,0,7,0,1,12,3,10,16
"357","220909 CU vs FIU 3-0s2","FIU","CU","22","FALSE","FALSE",1,1,4,0,1,12,2,6,15
"358","220909 CU vs FIU 3-0s3","FIU","CU","22","FALSE","FALSE",0,0,4,0,1,11,2,4,14
"359","220909 CU vs UALR 3-0s1","UALR","CU","22","FALSE","FALSE",1,0,4,0,0,11,3,5,14
"360","220909 CU vs UALR 3-0s2","UALR","CU","22","FALSE","FALSE",0,0,3,0,1,12,1,3,14
"361","220909 CU vs UALR 3-0s3","UALR","CU","22","FALSE","FALSE",1,1,6,0,2,6,4,8,12
"362","220911 CU @ AR 0-3s1","AR","CU","22","TRUE","TRUE",3,0,4,0,1,14,6,7,21
"363","220911 CU @ AR 0-3s2","AR","CU","22","TRUE","TRUE",3,0,1,0,2,13,4,4,19
"364","220911 CU @ AR 0-3s3","AR","CU","22","TRUE","TRUE",2,1,1,0,4,14,2,4,20
"365","220915 CU @ CO St 1-3s1","CO St","CU","22","TRUE","TRUE",1,0,2,0,3,16,3,3,22
"366","220915 CU @ CO St 1-3s2","CO St","CU","22","TRUE","TRUE",0,0,1,0,3,18,1,1,22
"367","220915 CU @ CO St 1-3s3","CO St","CU","22","TRUE","FALSE",1,0,4,0,0,9,6,5,15
"368","220915 CU @ CO St 1-3s4","CO St","CU","22","TRUE","TRUE",2,5,3,0,2,16,5,10,23
"369","220916 CU vs CO St 3-2s1","CO St","CU","22","FALSE","TRUE",3,0,1,0,2,16,4,4,22
"370","220916 CU vs CO St 3-2s2","CO St","CU","22","FALSE","TRUE",2,0,0,0,0,13,1,2,14
"371","220916 CU vs CO St 3-2s3","CO St","CU","22","FALSE","FALSE",2,0,3,0,0,12,2,5,14
"372","220916 CU vs CO St 3-2s4","CO St","CU","22","FALSE","FALSE",2,0,3,0,0,14,0,5,14
"373","220916 CU vs CO St 3-2s5","CO St","CU","22","FALSE","FALSE",0,1,3,0,0,7,1,4,8
"374","220922 CU @ UT 3-0s1","UT","CU","22","FALSE","FALSE",1,1,5,0,1,14,3,7,18
"375","220922 CU @ UT 3-0s2","UT","CU","22","FALSE","FALSE",1,0,11,1,0,6,2,13,8
"376","220922 CU @ UT 3-0s3","UT","CU","22","FALSE","FALSE",1,1,5,0,2,8,5,7,15
"377","220925 CU vs AZ St 3-0s1","AZ St","CU","22","FALSE","FALSE",0,0,2,0,0,8,2,2,10
"378","220925 CU vs AZ St 3-0s2","AZ St","CU","22","FALSE","FALSE",2,1,2,0,0,7,4,5,11
"379","220925 CU vs AZ St 3-0s3","AZ St","CU","22","FALSE","FALSE",2,1,4,0,1,9,3,7,13
"380","220930 CU @ USC 1-3s1","USC","CU","22","TRUE","TRUE",2,0,2,0,4,15,2,4,21
"381","220930 CU @ USC 1-3s2","USC","CU","22","TRUE","FALSE",2,0,5,0,2,12,1,7,15
"382","220930 CU @ USC 1-3s3","USC","CU","22","TRUE","TRUE",5,0,1,0,6,12,2,6,20
"383","220930 CU @ USC 1-3s4","USC","CU","22","TRUE","TRUE",3,1,4,0,3,12,5,8,20
"384","221002 CU @ UCLA 3-1s1","UCLA","CU","22","FALSE","FALSE",2,0,4,0,0,14,4,6,18
"385","221002 CU @ UCLA 3-1s2","UCLA","CU","22","FALSE","FALSE",4,1,2,0,1,18,2,7,21
"386","221002 CU @ UCLA 3-1s3","UCLA","CU","22","FALSE","TRUE",1,1,3,0,2,15,3,5,20
"387","221002 CU @ UCLA 3-1s4","UCLA","CU","22","FALSE","FALSE",2,0,4,1,0,20,3,7,23
"388","221007 CU vs Stan 1-3s1","Stan","CU","22","TRUE","TRUE",0,0,3,0,0,20,2,3,22
"389","221007 CU vs Stan 1-3s2","Stan","CU","22","TRUE","FALSE",2,0,6,0,1,13,2,8,16
"390","221007 CU vs Stan 1-3s3","Stan","CU","22","TRUE","TRUE",2,0,3,1,1,17,3,6,21
"391","221007 CU vs Stan 1-3s4","Stan","CU","22","TRUE","TRUE",2,0,2,1,4,17,2,5,23
"392","221009 CU vs Cal 3-0s1","Cal","CU","22","FALSE","FALSE",2,0,7,0,1,13,0,9,14
"393","221009 CU vs Cal 3-0s2","Cal","CU","22","FALSE","FALSE",1,1,2,0,2,16,1,4,19
"394","221009 CU vs Cal 3-0s3","Cal","CU","22","FALSE","FALSE",0,1,3,0,2,14,2,4,18
"395","221014 CU vs WA St 3-1s1","WA St","CU","22","FALSE","FALSE",3,0,3,0,0,11,1,6,12
"396","221014 CU vs WA St 3-1s2","WA St","CU","22","FALSE","FALSE",2,1,3,0,0,11,2,6,13
"397","221014 CU vs WA St 3-1s3","WA St","CU","22","FALSE","TRUE",4,0,2,0,4,12,5,6,21
"398","221014 CU vs WA St 3-1s4","WA St","CU","22","FALSE","FALSE",0,2,6,0,0,6,1,8,7
"399","221016 CU vs WA 1-3s1","WA","CU","22","TRUE","TRUE",0,0,3,0,2,13,2,3,17
"400","221016 CU vs WA 1-3s2","WA","CU","22","TRUE","TRUE",1,0,4,0,1,19,0,5,20
"401","221016 CU vs WA 1-3s3","WA","CU","22","TRUE","FALSE",1,1,6,0,0,17,1,8,18
"402","221016 CU vs WA 1-3s4","WA","CU","22","TRUE","TRUE",0,2,2,0,0,15,5,4,20
"403","221021 CU @ OR St 1-3s1","OR St","CU","22","TRUE","TRUE",3,0,2,0,3,18,4,5,25
"404","221021 CU @ OR St 1-3s2","OR St","CU","22","TRUE","FALSE",3,0,5,0,0,13,0,8,13
"405","221021 CU @ OR St 1-3s3","OR St","CU","22","TRUE","TRUE",1,0,2,0,1,18,1,3,20
"406","221021 CU @ OR St 1-3s4","OR St","CU","22","TRUE","TRUE",4,0,3,1,0,20,0,8,20
"407","221023 CU @ OR 0-3s1","OR","CU","22","TRUE","TRUE",0,0,0,0,0,12,5,0,17
"408","221023 CU @ OR 0-3s2","OR","CU","22","TRUE","TRUE",2,1,3,0,3,14,2,6,19
"409","221023 CU @ OR 0-3s3","OR","CU","22","TRUE","TRUE",5,0,1,0,4,13,2,6,19
"410","221028 CU vs UCLA 3-1s1","UCLA","CU","22","FALSE","FALSE",2,0,6,0,0,13,3,8,16
"411","221028 CU vs UCLA 3-1s2","UCLA","CU","22","FALSE","TRUE",1,0,3,0,1,15,2,4,18
"412","221028 CU vs UCLA 3-1s3","UCLA","CU","22","FALSE","FALSE",0,1,3,1,1,12,1,5,14
"413","221028 CU vs UCLA 3-1s4","UCLA","CU","22","FALSE","FALSE",3,0,4,1,2,14,2,8,18
"414","221030 CU vs USC 3-1s1","USC","CU","22","FALSE","TRUE",4,0,4,0,1,22,0,8,23
"415","221030 CU vs USC 3-1s2","USC","CU","22","FALSE","FALSE",2,1,8,0,2,15,3,11,20
"416","221030 CU vs USC 3-1s3","USC","CU","22","FALSE","FALSE",2,1,1,0,0,12,3,4,15
"417","221030 CU vs USC 3-1s4","USC","CU","22","FALSE","FALSE",1,0,2,0,0,13,3,3,16
"418","221104 CU @ Cal 3-1s1","Cal","CU","22","FALSE","FALSE",2,0,3,0,1,12,0,5,13
"419","221104 CU @ Cal 3-1s2","Cal","CU","22","FALSE","TRUE",0,1,7,1,3,13,4,9,20
"420","221104 CU @ Cal 3-1s3","Cal","CU","22","FALSE","FALSE",2,2,1,0,2,14,2,5,18
"421","221104 CU @ Cal 3-1s4","Cal","CU","22","FALSE","FALSE",0,0,3,0,0,12,0,3,12
"422","221106 CU @ Stan 0-3s1","Stan","CU","22","TRUE","TRUE",6,0,2,0,2,18,2,8,22
"423","221106 CU @ Stan 0-3s2","Stan","CU","22","TRUE","TRUE",4,1,3,1,2,16,4,9,22
"424","221106 CU @ Stan 0-3s3","Stan","CU","22","TRUE","TRUE",5,2,2,0,1,19,1,9,21
"425","221110 CU vs OR 2-3s1","OR","CU","22","TRUE","FALSE",1,0,6,0,0,8,0,7,8
"426","221110 CU vs OR 2-3s2","OR","CU","22","TRUE","FALSE",1,0,4,0,1,15,1,5,17
"427","221110 CU vs OR 2-3s3","OR","CU","22","TRUE","TRUE",2,0,4,0,1,21,2,6,24
"428","221110 CU vs OR 2-3s4","OR","CU","22","TRUE","TRUE",2,1,2,0,1,15,3,5,19
"429","221110 CU vs OR 2-3s5","OR","CU","22","TRUE","TRUE",0,0,4,0,2,8,1,4,11
"430","221112 CU vs OR St 3-0s1","OR St","CU","22","FALSE","FALSE",1,0,7,0,0,9,0,8,9
"431","221112 CU vs OR St 3-0s2","OR St","CU","22","FALSE","FALSE",2,0,6,0,0,10,2,8,12
"432","221112 CU vs OR St 3-0s3","OR St","CU","22","FALSE","FALSE",2,0,3,1,0,7,2,6,9
"433","221118 CU @ WA 3-0s1","WA","CU","22","FALSE","FALSE",4,1,2,0,2,13,1,7,16
"434","221118 CU @ WA 3-0s2","WA","CU","22","FALSE","FALSE",4,0,4,0,2,15,3,8,20
"435","221118 CU @ WA 3-0s3","WA","CU","22","FALSE","FALSE",3,0,4,0,1,12,2,7,15
"436","221120 CU @ WA St 1-3s1","WA St","CU","22","TRUE","TRUE",2,0,4,0,0,14,6,6,20
"437","221120 CU @ WA St 1-3s2","WA St","CU","22","TRUE","FALSE",1,1,2,0,1,13,2,4,16
"438","221120 CU @ WA St 1-3s3","WA St","CU","22","TRUE","TRUE",2,0,4,0,3,18,1,6,22
"439","221120 CU @ WA St 1-3s4","WA St","CU","22","TRUE","TRUE",1,0,3,0,2,13,4,4,19
"440","221123 CU @ AZ 3-1s1","AZ","CU","22","FALSE","FALSE",3,1,4,0,2,10,2,8,14
"441","221123 CU @ AZ 3-1s2","AZ","CU","22","FALSE","TRUE",2,0,3,1,5,15,1,6,21
"442","221123 CU @ AZ 3-1s3","AZ","CU","22","FALSE","FALSE",0,0,3,0,1,12,4,3,17
"443","221123 CU @ AZ 3-1s4","AZ","CU","22","FALSE","FALSE",2,0,1,1,0,12,2,4,14
"444","221125 CU vs UT 3-1s1","UT","CU","22","FALSE","TRUE",2,0,3,0,1,17,2,5,20
"445","221125 CU vs UT 3-1s2","UT","CU","22","FALSE","FALSE",2,1,4,0,1,14,1,7,16
"446","221125 CU vs UT 3-1s3","UT","CU","22","FALSE","FALSE",3,0,3,0,1,15,2,6,18
"447","221125 CU vs UT 3-1s4","UT","CU","22","FALSE","FALSE",0,0,4,0,0,14,0,4,14
"448","221201 CU vs Rice 1-3s1","Rice","CU","22","TRUE","TRUE",3,2,4,0,0,17,1,9,18
"449","221201 CU vs Rice 1-3s2","Rice","CU","22","TRUE","FALSE",1,0,5,0,0,15,2,6,17
"450","221201 CU vs Rice 1-3s3","Rice","CU","22","TRUE","TRUE",1,0,3,0,2,15,2,4,19
"451","221201 CU vs Rice 1-3s4","Rice","CU","22","TRUE","TRUE",1,1,2,0,1,17,0,4,18
"452","230825 CU vs UNLV 1-3s1","UNLV","CU","23","TRUE","FALSE",3,1,8,0,2,12,1,12,15
"453","230825 CU vs UNLV 1-3s2","UNLV","CU","23","TRUE","TRUE",4,1,2,0,2,18,1,7,21
"454","230825 CU vs UNLV 1-3s3","UNLV","CU","23","TRUE","TRUE",3,0,1,0,4,13,3,4,20
"455","230825 CU vs UNLV 1-3s4","UNLV","CU","23","TRUE","TRUE",5,0,2,0,3,19,1,7,23
"456","230826 CU vs Campbell 3-0s1","Campbell","CU","23","FALSE","FALSE",2,0,4,0,1,12,0,6,13
"457","230826 CU vs Campbell 3-0s2","Campbell","CU","23","FALSE","FALSE",2,0,3,0,0,6,2,5,8
"458","230826 CU vs Campbell 3-0s3","Campbell","CU","23","FALSE","FALSE",0,2,3,0,2,9,5,5,16
"459","230827 CU vs N TX 3-0s1","N TX","CU","23","FALSE","FALSE",1,0,3,0,1,9,0,4,10
"460","230827 CU vs N TX 3-0s2","N TX","CU","23","FALSE","FALSE",0,0,5,0,1,18,1,5,20
"461","230827 CU vs N TX 3-0s3","N TX","CU","23","FALSE","FALSE",2,2,5,0,0,14,1,9,15
"462","230831 CU @ UNCO 3-0s1","UNCO","CU","23","FALSE","FALSE",2,0,5,0,0,14,2,7,16
"463","230831 CU @ UNCO 3-0s2","UNCO","CU","23","FALSE","FALSE",3,1,2,0,1,11,1,6,13
"464","230831 CU @ UNCO 3-0s3","UNCO","CU","23","FALSE","FALSE",4,1,4,0,1,12,3,9,16
"465","230901 CU vs Xavier 3-0s1","Xavier","CU","23","FALSE","FALSE",1,0,3,0,0,12,0,4,12
"466","230901 CU vs Xavier 3-0s2","Xavier","CU","23","FALSE","FALSE",1,0,3,0,1,11,2,4,14
"467","230901 CU vs Xavier 3-0s3","Xavier","CU","23","FALSE","FALSE",0,1,7,0,0,4,2,8,6
"468","230902 CU vs UNCC 3-0s1","UNCC","CU","23","FALSE","FALSE",2,0,5,1,0,13,0,8,13
"469","230902 CU vs UNCC 3-0s2","UNCC","CU","23","FALSE","FALSE",2,0,6,0,1,9,2,8,12
"470","230902 CU vs UNCC 3-0s3","UNCC","CU","23","FALSE","FALSE",4,1,2,2,1,15,0,9,16
"471","230908 CU vs KS 1-3s1","KS","CU","23","TRUE","TRUE",2,0,6,0,2,13,2,8,17
"472","230908 CU vs KS 1-3s2","KS","CU","23","TRUE","FALSE",1,0,5,0,1,9,4,6,14
"473","230908 CU vs KS 1-3s3","KS","CU","23","TRUE","TRUE",3,0,2,0,0,13,1,5,14
"474","230908 CU vs KS 1-3s4","KS","CU","23","TRUE","TRUE",3,0,1,0,4,13,1,4,18
"475","230909 CU @ WIchita St 3-0s1","Wichita St","CU","23","FALSE","FALSE",4,1,3,1,2,10,2,9,14
"476","230909 CU @ WIchita St 3-0s2","Wichita St","CU","23","FALSE","FALSE",1,0,4,0,0,2,4,5,6
"477","230909 CU @ WIchita St 3-0s3","Wichita St","CU","23","FALSE","FALSE",4,0,2,0,0,14,3,6,17
"478","230914 CU vs CO St 2-3s1","CO St","CU","23","TRUE","FALSE",5,0,2,0,1,17,1,7,19
"479","230914 CU vs CO St 2-3s2","CO St","CU","23","TRUE","FALSE",5,1,3,0,1,15,2,9,18
"480","230914 CU vs CO St 2-3s3","CO St","CU","23","TRUE","TRUE",4,0,1,0,2,15,3,5,20
"481","230914 CU vs CO St 2-3s4","CO St","CU","23","TRUE","TRUE",3,0,3,0,1,17,3,6,21
"482","230914 CU vs CO St 2-3s5","CO St","CU","23","TRUE","TRUE",3,0,2,0,0,11,2,5,13
"483","230915 CU @ CO St 3-2s1","CO St","CU","23","FALSE","TRUE",0,1,1,0,3,14,3,2,20
"484","230915 CU @ CO St 3-2s2","CO St","CU","23","FALSE","TRUE",2,0,0,1,0,15,5,3,20
"485","230915 CU @ CO St 3-2s3","CO St","CU","23","FALSE","FALSE",1,0,1,0,1,13,1,2,15
"486","230915 CU @ CO St 3-2s4","CO St","CU","23","FALSE","FALSE",2,2,3,0,2,18,1,7,21
"487","230915 CU @ CO St 3-2s5","CO St","CU","23","FALSE","FALSE",1,0,1,0,1,9,0,2,10
"488","230917 CU vs Den 3-1s1","Den","CU","23","FALSE","TRUE",2,0,3,0,1,17,2,5,20
"489","230917 CU vs Den 3-1s2","Den","CU","23","FALSE","FALSE",4,0,2,0,1,14,2,6,17
"490","230917 CU vs Den 3-1s3","Den","CU","23","FALSE","FALSE",1,1,4,1,1,8,4,7,13
"491","230917 CU vs Den 3-1s4","Den","CU","23","FALSE","FALSE",0,0,4,0,2,9,4,4,15
"492","230921 CU vs UT 3-1s1","UT","CU","23","FALSE","FALSE",1,0,2,0,0,9,1,3,10
"493","230921 CU vs UT 3-1s2","UT","CU","23","FALSE","FALSE",3,0,7,0,2,11,5,10,18
"494","230921 CU vs UT 3-1s3","UT","CU","23","FALSE","TRUE",4,1,2,0,1,19,4,7,24
"495","230921 CU vs UT 3-1s4","UT","CU","23","FALSE","FALSE",4,0,9,0,1,10,1,13,12
"496","230924 CU vs Stan 0-3s1","Stan","CU","23","TRUE","TRUE",4,0,3,1,3,16,3,8,22
"497","230924 CU vs Stan 0-3s2","Stan","CU","23","TRUE","TRUE",3,1,3,0,2,16,6,7,24
"498","230924 CU vs Stan 0-3s3","Stan","CU","23","TRUE","TRUE",1,0,4,0,1,17,4,5,22
"499","230929 CU @ UCLA 0-3s1","UCLA","CU","23","TRUE","TRUE",2,0,6,0,1,15,6,8,22
"500","230929 CU @ UCLA 0-3s2","UCLA","CU","23","TRUE","TRUE",2,0,4,0,1,12,4,6,17
"501","230929 CU @ UCLA 0-3s3","UCLA","CU","23","TRUE","TRUE",2,0,3,0,2,18,1,5,21
"502","231001 CU @ USC 1-3s1","USC","CU","23","TRUE","FALSE",5,0,2,0,4,10,0,7,14
"503","231001 CU @ USC 1-3s2","USC","CU","23","TRUE","TRUE",2,0,3,0,4,15,1,5,20
"504","231001 CU @ USC 1-3s3","USC","CU","23","TRUE","TRUE",3,0,4,0,1,15,2,7,18
"505","231001 CU @ USC 1-3s4","USC","CU","23","TRUE","TRUE",5,0,1,1,2,18,1,7,21
"506","231006 CU vs OR 0-3s1","OR","CU","23","TRUE","TRUE",2,0,4,1,1,14,6,7,21
"507","231006 CU vs OR 0-3s2","OR","CU","23","TRUE","TRUE",2,1,1,0,1,15,4,4,20
"508","231006 CU vs OR 0-3s3","OR","CU","23","TRUE","TRUE",1,0,2,0,1,19,3,3,23
"509","231008 CU vs OR St 3-2s1","OR St","CU","23","FALSE","TRUE",2,1,0,0,1,17,2,3,20
"510","231008 CU vs OR St 3-2s2","OR St","CU","23","FALSE","FALSE",3,0,1,0,1,12,3,4,16
"511","231008 CU vs OR St 3-2s3","OR St","CU","23","FALSE","FALSE",1,2,3,0,0,13,1,6,14
"512","231008 CU vs OR St 3-2s4","OR St","CU","23","FALSE","TRUE",2,1,1,0,1,19,2,4,22
"513","231008 CU vs OR St 3-2s5","OR St","CU","23","FALSE","FALSE",1,0,1,0,0,10,0,2,10
"514","231013 CU @ WA 0-3s1","WA","CU","23","TRUE","TRUE",2,0,0,0,3,15,0,2,18
"515","231013 CU @ WA 0-3s2","WA","CU","23","TRUE","TRUE",2,1,0,0,0,17,2,3,19
"516","231013 CU @ WA 0-3s3","WA","CU","23","TRUE","TRUE",0,0,3,0,4,13,0,3,17
"517","231015 CU @ WA St 0-3s1","WA St","CU","23","TRUE","TRUE",6,0,3,0,1,14,5,9,20
"518","231015 CU @ WA St 0-3s2","WA St","CU","23","TRUE","TRUE",4,0,5,0,2,14,3,9,19
"519","231015 CU @ WA St 0-3s3","WA St","CU","23","TRUE","TRUE",2,1,1,0,1,15,3,4,19
"520","231020 CU vs AZ 3-0s1","AZ","CU","23","FALSE","FALSE",1,0,7,0,2,10,1,8,13
"521","231020 CU vs AZ 3-0s2","AZ","CU","23","FALSE","FALSE",1,0,5,0,0,11,1,6,12
"522","231020 CU vs AZ 3-0s3","AZ","CU","23","FALSE","FALSE",4,1,4,0,0,11,2,9,13
"523","231022 CU vs AZ St 3-0s1","AZ St","CU","23","FALSE","FALSE",1,1,3,0,4,14,4,5,22
"524","231022 CU vs AZ St 3-0s2","AZ St","CU","23","FALSE","FALSE",0,0,5,0,1,13,0,5,14
"525","231022 CU vs AZ St 3-0s3","AZ St","CU","23","FALSE","FALSE",2,0,5,1,1,14,3,8,18
"526","231027 CU vs USC 3-2s1","USC","CU","23","FALSE","TRUE",2,0,5,0,2,14,1,7,17
"527","231027 CU vs USC 3-2s2","USC","CU","23","FALSE","FALSE",1,0,4,0,4,14,1,5,19
"528","231027 CU vs USC 3-2s3","USC","CU","23","FALSE","TRUE",4,0,1,0,2,15,2,5,19
"529","231027 CU vs USC 3-2s4","USC","CU","23","FALSE","FALSE",1,0,5,1,1,14,3,7,18
"530","231027 CU vs USC 3-2s5","USC","CU","23","FALSE","FALSE",2,1,2,1,1,7,0,6,8
"531","231029 CU vs UCLA 0-3s1","UCLA","CU","23","TRUE","TRUE",4,0,2,0,0,17,3,6,20
"532","231029 CU vs UCLA 0-3s2","UCLA","CU","23","TRUE","TRUE",2,0,2,0,3,15,3,4,21
"533","231029 CU vs UCLA 0-3s3","UCLA","CU","23","TRUE","TRUE",3,0,2,0,1,14,4,5,19
"534","231103 CU @ OR St 3-2s1","OR St","CU","23","FALSE","TRUE",1,0,2,0,3,16,3,3,22
"535","231103 CU @ OR St 3-2s2","OR St","CU","23","FALSE","FALSE",1,1,5,0,2,16,1,7,19
"536","231103 CU @ OR St 3-2s3","OR St","CU","23","FALSE","TRUE",3,1,1,0,0,15,6,5,21
"537","231103 CU @ OR St 3-2s4","OR St","CU","23","FALSE","FALSE",1,0,4,0,1,10,2,5,13
"538","231103 CU @ OR St 3-2s5","OR St","CU","23","FALSE","FALSE",0,1,3,0,0,6,1,4,7
"539","231105 CU @ OR 1-3s1","OR","CU","23","TRUE","TRUE",0,0,1,0,6,11,3,1,20
"540","231105 CU @ OR 1-3s2","OR","CU","23","TRUE","FALSE",1,0,2,0,2,18,2,3,22
"541","231105 CU @ OR 1-3s3","OR","CU","23","TRUE","TRUE",3,1,3,1,0,18,3,8,21
"542","231105 CU @ OR 1-3s4","OR","CU","23","TRUE","TRUE",1,0,1,0,4,14,1,2,19
"543","231109 CU @ AZ St 1-3s1","AZ St","CU","23","TRUE","FALSE",5,0,2,1,1,13,0,8,14
"544","231109 CU @ AZ St 1-3s2","AZ St","CU","23","TRUE","TRUE",3,0,4,0,2,11,4,7,17
"545","231109 CU @ AZ St 1-3s3","AZ St","CU","23","TRUE","TRUE",2,3,3,0,2,10,4,8,16
"546","231109 CU @ AZ St 1-3s4","AZ St","CU","23","TRUE","TRUE",1,0,0,0,3,16,1,1,20
"547","231111 CU @ AZ 2-3s1","AZ","CU","23","TRUE","TRUE",3,1,2,0,1,13,2,6,16
"548","231111 CU @ AZ 2-3s2","AZ","CU","23","TRUE","FALSE",1,1,2,0,0,11,0,4,11
"549","231111 CU @ AZ 2-3s3","AZ","CU","23","TRUE","FALSE",3,0,3,0,1,16,0,6,17
"550","231111 CU @ AZ 2-3s4","AZ","CU","23","TRUE","TRUE",3,1,4,0,1,19,1,8,21
"551","231111 CU @ AZ 2-3s5","AZ","CU","23","TRUE","TRUE",3,0,1,0,0,13,0,4,13
