"","setname","teamName","opponent","season","wonMatch","wonSet","serveErr","setErr","attackErr","freeballErr","ace","kill","stuffBlock","unforcedErrs","earnedPts"
"234","191101 CU vs AZ 3-2s3","CU","AZ","CU 19","TRUE","FALSE",3,2,9,0,5,20,9,14,34
"235","191101 CU vs AZ 3-2s4","AZ","CU","19","FALSE","TRUE",3,0,6,0,0,33,5,9,38
"236","191101 CU vs AZ 3-2s4","CU","AZ","CU 19","TRUE","FALSE",3,0,6,0,0,33,5,9,38
"237","191101 CU vs AZ 3-2s5","AZ","CU","19","FALSE","FALSE",1,0,5,0,1,17,2,6,20
"238","191101 CU vs AZ 3-2s5","CU","AZ","CU 19","TRUE","TRUE",1,0,5,0,1,17,2,6,20
"239","191103 CU vs AZ St 3-0s1","AZ St","CU","19","FALSE","FALSE",4,1,6,0,3,20,5,11,28
"240","191103 CU vs AZ St 3-0s1","CU","AZ St","CU 19","TRUE","TRUE",4,1,6,0,3,20,5,11,28
"241","191103 CU vs AZ St 3-0s2","AZ St","CU","19","FALSE","FALSE",3,0,10,1,1,25,2,14,28
"242","191103 CU vs AZ St 3-0s2","CU","AZ St","CU 19","TRUE","TRUE",3,0,10,1,1,25,2,14,28
"243","191103 CU vs AZ St 3-0s3","AZ St","CU","19","FALSE","FALSE",6,2,7,0,3,30,0,15,33
"244","191103 CU vs AZ St 3-0s3","CU","AZ St","CU 19","TRUE","TRUE",6,2,7,0,3,30,0,15,33
"245","191107 CU @ UCLA 3-0s1","CU","UCLA","CU 19","TRUE","TRUE",4,0,5,0,1,31,5,9,37
"246","191107 CU @ UCLA 3-0s1","UCLA","CU","19","FALSE","FALSE",4,0,5,0,1,31,5,9,37
"247","191107 CU @ UCLA 3-0s2","CU","UCLA","CU 19","TRUE","TRUE",11,2,7,0,3,30,1,20,34
"248","191107 CU @ UCLA 3-0s2","UCLA","CU","19","FALSE","FALSE",11,2,7,0,3,30,1,20,34
"249","191107 CU @ UCLA 3-0s3","CU","UCLA","CU 19","TRUE","TRUE",2,1,8,2,2,24,8,13,34
"250","191107 CU @ UCLA 3-0s3","UCLA","CU","19","FALSE","FALSE",2,1,8,2,2,24,8,13,34
"251","191109 CU @ USC 1-3s1","CU","USC","CU 19","FALSE","FALSE",7,1,4,0,1,27,0,12,28
"252","191109 CU @ USC 1-3s1","USC","CU","19","TRUE","TRUE",7,1,4,0,1,27,0,12,28
"253","191109 CU @ USC 1-3s2","CU","USC","CU 19","FALSE","TRUE",4,2,2,0,3,29,8,8,40
"254","191109 CU @ USC 1-3s2","USC","CU","19","TRUE","FALSE",4,2,2,0,3,29,8,8,40
"255","191109 CU @ USC 1-3s3","CU","USC","CU 19","FALSE","FALSE",3,0,7,0,3,38,3,10,44
"256","191109 CU @ USC 1-3s3","USC","CU","19","TRUE","TRUE",3,0,7,0,3,38,3,10,44
"257","191109 CU @ USC 1-3s4","CU","USC","CU 19","FALSE","FALSE",4,1,9,0,2,22,6,14,30
"258","191109 CU @ USC 1-3s4","USC","CU","19","TRUE","TRUE",4,1,9,0,2,22,6,14,30
"259","191115 CU @ WA 0-3s1","CU","WA","CU 19","FALSE","FALSE",5,0,4,0,2,29,7,9,38
"260","191115 CU @ WA 0-3s1","WA","CU","19","TRUE","TRUE",5,0,4,0,2,29,7,9,38
"261","191115 CU @ WA 0-3s2","CU","WA","CU 19","FALSE","FALSE",3,1,3,1,5,23,6,8,34
"262","191115 CU @ WA 0-3s2","WA","CU","19","TRUE","TRUE",3,1,3,1,5,23,6,8,34
"263","191115 CU @ WA 0-3s3","CU","WA","CU 19","FALSE","FALSE",5,2,4,0,2,27,4,11,33
"264","191115 CU @ WA 0-3s3","WA","CU","19","TRUE","TRUE",5,2,4,0,2,27,4,11,33
"265","191117 CU @ WA St 2-3s1","CU","WA St","CU 19","FALSE","FALSE",1,0,5,1,3,34,4,7,41
"266","191117 CU @ WA St 2-3s1","WA St","CU","19","TRUE","TRUE",1,0,5,1,3,34,4,7,41
"267","191117 CU @ WA St 2-3s2","CU","WA St","CU 19","FALSE","TRUE",5,0,7,0,3,27,8,12,38
"268","191117 CU @ WA St 2-3s2","WA St","CU","19","TRUE","FALSE",5,0,7,0,3,27,8,12,38
"269","191117 CU @ WA St 2-3s3","CU","WA St","CU 19","FALSE","TRUE",6,0,7,2,1,21,1,15,23
"270","191117 CU @ WA St 2-3s3","WA St","CU","19","TRUE","FALSE",6,0,7,2,1,21,1,15,23
"271","191117 CU @ WA St 2-3s4","CU","WA St","CU 19","FALSE","FALSE",3,0,7,0,0,21,9,10,30
"272","191117 CU @ WA St 2-3s4","WA St","CU","19","TRUE","TRUE",3,0,7,0,0,21,9,10,30
"273","191117 CU @ WA St 2-3s5","CU","WA St","CU 19","FALSE","FALSE",1,1,2,0,1,17,2,4,20
"274","191117 CU @ WA St 2-3s5","WA St","CU","19","TRUE","TRUE",1,1,2,0,1,17,2,4,20
"275","191122 CU vs Cal 3-1s1","CU","Cal","CU 19","TRUE","TRUE",2,1,3,1,0,30,4,7,34
"276","191122 CU vs Cal 3-1s1","Cal","CU","19","FALSE","FALSE",2,1,3,1,0,30,4,7,34
"277","191122 CU vs Cal 3-1s2","CU","Cal","CU 19","TRUE","TRUE",3,0,11,0,2,26,6,14,34
"278","191122 CU vs Cal 3-1s2","Cal","CU","19","FALSE","FALSE",3,0,11,0,2,26,6,14,34
"279","191122 CU vs Cal 3-1s3","CU","Cal","CU 19","TRUE","FALSE",2,0,6,1,2,30,7,9,39
"280","191122 CU vs Cal 3-1s3","Cal","CU","19","FALSE","TRUE",2,0,6,1,2,30,7,9,39
"281","191122 CU vs Cal 3-1s4","CU","Cal","CU 19","TRUE","TRUE",2,0,6,0,4,25,6,8,35
"282","191122 CU vs Cal 3-1s4","Cal","CU","19","FALSE","FALSE",2,0,6,0,4,25,6,8,35
"283","191124 CU vs Stan 0-3s1","CU","Stan","CU 19","FALSE","FALSE",4,0,2,0,4,23,6,6,33
"284","191124 CU vs Stan 0-3s1","Stan","CU","19","TRUE","TRUE",4,0,2,0,4,23,6,6,33
"285","191124 CU vs Stan 0-3s2","CU","Stan","CU 19","FALSE","FALSE",3,1,4,0,3,17,2,8,22
"286","191124 CU vs Stan 0-3s2","Stan","CU","19","TRUE","TRUE",3,1,4,0,3,17,2,8,22
"287","191124 CU vs Stan 0-3s3","CU","Stan","CU 19","FALSE","FALSE",3,1,5,0,6,18,10,9,34
"288","191124 CU vs Stan 0-3s3","Stan","CU","19","TRUE","TRUE",3,1,5,0,6,18,10,9,34
"289","191127 CU vs OR 3-0s1","CU","OR","CU 19","TRUE","TRUE",4,2,5,1,6,36,4,12,46
"290","191127 CU vs OR 3-0s1","OR","CU","19","FALSE","FALSE",4,2,5,1,6,36,4,12,46
"291","191127 CU vs OR 3-0s2","CU","OR","CU 19","TRUE","TRUE",4,1,8,0,2,30,3,13,35
"292","191127 CU vs OR 3-0s2","OR","CU","19","FALSE","FALSE",4,1,8,0,2,30,3,13,35
"293","191127 CU vs OR 3-0s3","CU","OR","CU 19","TRUE","TRUE",7,0,5,0,3,27,5,12,35
"294","191127 CU vs OR 3-0s3","OR","CU","19","FALSE","FALSE",7,0,5,0,3,27,5,12,35
"295","191130 CU vs UT 0-3s1","CU","UT","CU 19","FALSE","FALSE",2,1,10,0,2,26,4,13,32
"296","191130 CU vs UT 0-3s1","UT","CU","19","TRUE","TRUE",2,1,10,0,2,26,4,13,32
"297","191130 CU vs UT 0-3s2","CU","UT","CU 19","FALSE","FALSE",3,0,11,0,2,20,7,14,29
"298","191130 CU vs UT 0-3s2","UT","CU","19","TRUE","TRUE",3,0,11,0,2,20,7,14,29
"299","191130 CU vs UT 0-3s3","CU","UT","CU 19","FALSE","FALSE",2,0,6,0,3,29,4,8,36
"300","191130 CU vs UT 0-3s3","UT","CU","19","TRUE","TRUE",2,0,6,0,3,29,4,8,36
"301","210117 CU vs Den 3-1s1","CU","Den","CU 21S","TRUE","TRUE",6,2,12,0,3,22,3,20,28
"302","210117 CU vs Den 3-1s1","Den","CU","21S","FALSE","FALSE",6,2,12,0,3,22,3,20,28
"303","210117 CU vs Den 3-1s2","CU","Den","CU 21S","TRUE","TRUE",4,0,12,0,3,22,3,16,28
"304","210117 CU vs Den 3-1s2","Den","CU","21S","FALSE","FALSE",4,0,12,0,3,22,3,16,28
"305","210117 CU vs Den 3-1s3","CU","Den","CU 21S","TRUE","FALSE",3,1,5,0,1,29,3,9,33
"306","210117 CU vs Den 3-1s3","Den","CU","21S","FALSE","TRUE",3,1,5,0,1,29,3,9,33
"307","210117 CU vs Den 3-1s4","CU","Den","CU 21S","TRUE","TRUE",1,0,7,0,4,30,5,8,39
"308","210117 CU vs Den 3-1s4","Den","CU","21S","FALSE","FALSE",1,0,7,0,4,30,5,8,39
"309","210122 CU vs OR St 3-0s1","CU","OR St","CU 21S","TRUE","TRUE",3,1,10,1,4,18,4,15,26
"310","210122 CU vs OR St 3-0s1","OR St","CU","21S","FALSE","FALSE",3,1,10,1,4,18,4,15,26
"311","210122 CU vs OR St 3-0s2","CU","OR St","CU 21S","TRUE","TRUE",5,1,9,0,3,27,3,15,33
"312","210122 CU vs OR St 3-0s2","OR St","CU","21S","FALSE","FALSE",5,1,9,0,3,27,3,15,33
"313","210122 CU vs OR St 3-0s3","CU","OR St","CU 21S","TRUE","TRUE",4,1,11,0,3,17,6,16,26
"314","210122 CU vs OR St 3-0s3","OR St","CU","21S","FALSE","FALSE",4,1,11,0,3,17,6,16,26
"315","210124 CU vs OR St 3-1s1","CU","OR St","CU 21S","TRUE","TRUE",2,1,8,0,3,21,5,11,29
"316","210124 CU vs OR St 3-1s1","OR St","CU","21S","FALSE","FALSE",2,1,8,0,3,21,5,11,29
"317","210124 CU vs OR St 3-1s2","CU","OR St","CU 21S","TRUE","TRUE",5,2,7,0,2,26,5,14,33
"318","210124 CU vs OR St 3-1s2","OR St","CU","21S","FALSE","FALSE",5,2,7,0,2,26,5,14,33
"319","210124 CU vs OR St 3-1s3","CU","OR St","CU 21S","TRUE","FALSE",2,1,7,1,3,26,7,11,36
"320","210124 CU vs OR St 3-1s3","OR St","CU","21S","FALSE","TRUE",2,1,7,1,3,26,7,11,36
"321","210124 CU vs OR St 3-1s4","CU","OR St","CU 21S","TRUE","TRUE",4,0,6,1,1,25,3,11,29
"322","210124 CU vs OR St 3-1s4","OR St","CU","21S","FALSE","FALSE",4,0,6,1,1,25,3,11,29
"323","210205 CU vs Cal 3-2s1","CU","Cal","CU 21S","TRUE","FALSE",8,0,5,1,6,26,4,14,36
"324","210205 CU vs Cal 3-2s1","Cal","CU","21S","FALSE","TRUE",8,0,5,1,6,26,4,14,36
"325","210205 CU vs Cal 3-2s2","CU","Cal","CU 21S","TRUE","TRUE",5,0,3,0,2,27,3,8,32
"326","210205 CU vs Cal 3-2s2","Cal","CU","21S","FALSE","FALSE",5,0,3,0,2,27,3,8,32
"327","210205 CU vs Cal 3-2s3","CU","Cal","CU 21S","TRUE","TRUE",1,0,8,0,5,21,0,9,26
"328","210205 CU vs Cal 3-2s3","Cal","CU","21S","FALSE","FALSE",1,0,8,0,5,21,0,9,26
"329","210205 CU vs Cal 3-2s4","CU","Cal","CU 21S","TRUE","FALSE",7,3,6,1,0,27,3,17,30
"330","210205 CU vs Cal 3-2s4","Cal","CU","21S","FALSE","TRUE",7,3,6,1,0,27,3,17,30
"331","210205 CU vs Cal 3-2s5","CU","Cal","CU 21S","TRUE","TRUE",1,1,3,0,0,13,3,5,16
"332","210205 CU vs Cal 3-2s5","Cal","CU","21S","FALSE","FALSE",1,1,3,0,0,13,3,5,16
"333","210207 CU vs Cal 3-0s1","CU","Cal","CU 21S","TRUE","TRUE",4,2,6,1,3,23,3,13,29
"334","210207 CU vs Cal 3-0s1","Cal","CU","21S","FALSE","FALSE",4,2,6,1,3,23,3,13,29
"335","210207 CU vs Cal 3-0s2","CU","Cal","CU 21S","TRUE","TRUE",2,1,6,0,2,20,5,9,27
"336","210207 CU vs Cal 3-0s2","Cal","CU","21S","FALSE","FALSE",2,1,6,0,2,20,5,9,27
"337","210207 CU vs Cal 3-0s3","CU","Cal","CU 21S","TRUE","TRUE",1,1,4,0,4,25,4,6,33
"338","210207 CU vs Cal 3-0s3","Cal","CU","21S","FALSE","FALSE",1,1,4,0,4,25,4,6,33
"339","210211 CU @ WA St 1-3s1","CU","WA St","CU 21S","FALSE","FALSE",2,1,5,0,3,22,5,8,30
"340","210211 CU @ WA St 1-3s1","WA St","CU","21S","TRUE","TRUE",2,1,5,0,3,22,5,8,30
"341","210211 CU @ WA St 1-3s2","CU","WA St","CU 21S","FALSE","FALSE",3,0,5,1,1,27,4,9,32
"342","210211 CU @ WA St 1-3s2","WA St","CU","21S","TRUE","TRUE",3,0,5,1,1,27,4,9,32
"343","210211 CU @ WA St 1-3s3","CU","WA St","CU 21S","FALSE","TRUE",8,1,5,0,3,18,9,14,30
"344","210211 CU @ WA St 1-3s3","WA St","CU","21S","TRUE","FALSE",8,1,5,0,3,18,9,14,30
"345","210211 CU @ WA St 1-3s4","CU","WA St","CU 21S","FALSE","FALSE",3,0,9,0,3,28,4,12,35
"346","210211 CU @ WA St 1-3s4","WA St","CU","21S","TRUE","TRUE",3,0,9,0,3,28,4,12,35
"347","210213 CU @ WA St 0-3s1","CU","WA St","CU 21S","FALSE","FALSE",3,3,7,0,2,26,5,13,33
"348","210213 CU @ WA St 0-3s1","WA St","CU","21S","TRUE","TRUE",3,3,7,0,2,26,5,13,33
"349","210213 CU @ WA St 0-3s2","CU","WA St","CU 21S","FALSE","FALSE",3,0,6,0,5,27,2,9,34
"350","210213 CU @ WA St 0-3s2","WA St","CU","21S","TRUE","TRUE",3,0,6,0,5,27,2,9,34
"351","210213 CU @ WA St 0-3s3","CU","WA St","CU 21S","FALSE","FALSE",2,0,4,1,3,27,7,7,37
"352","210213 CU @ WA St 0-3s3","WA St","CU","21S","TRUE","TRUE",2,0,4,1,3,27,7,7,37
"353","210219 CU vs WA 2-3s1","CU","WA","CU 21S","FALSE","TRUE",4,1,8,0,3,26,5,13,34
"354","210219 CU vs WA 2-3s1","WA","CU","21S","TRUE","FALSE",4,1,8,0,3,26,5,13,34
"355","210219 CU vs WA 2-3s2","CU","WA","CU 21S","FALSE","FALSE",4,0,5,0,2,36,3,9,41
"356","210219 CU vs WA 2-3s2","WA","CU","21S","TRUE","TRUE",4,0,5,0,2,36,3,9,41
"357","210219 CU vs WA 2-3s3","CU","WA","CU 21S","FALSE","TRUE",3,0,5,0,3,33,4,8,40
"358","210219 CU vs WA 2-3s3","WA","CU","21S","TRUE","FALSE",3,0,5,0,3,33,4,8,40
"359","210219 CU vs WA 2-3s4","CU","WA","CU 21S","FALSE","FALSE",4,0,3,0,1,31,6,7,38
"360","210219 CU vs WA 2-3s4","WA","CU","21S","TRUE","TRUE",4,0,3,0,1,31,6,7,38
"361","210219 CU vs WA 2-3s5","CU","WA","CU 21S","FALSE","FALSE",1,0,5,0,1,18,3,6,22
"362","210219 CU vs WA 2-3s5","WA","CU","21S","TRUE","TRUE",1,0,5,0,1,18,3,6,22
"363","210221 CU vs WA 0-3s1","CU","WA","CU 21S","FALSE","FALSE",5,1,12,1,2,24,2,19,28
"364","210221 CU vs WA 0-3s1","WA","CU","21S","TRUE","TRUE",5,1,12,1,2,24,2,19,28
"365","210221 CU vs WA 0-3s2","CU","WA","CU 21S","FALSE","FALSE",4,2,6,0,0,28,7,12,35
"366","210221 CU vs WA 0-3s2","WA","CU","21S","TRUE","TRUE",4,2,6,0,0,28,7,12,35
"367","210221 CU vs WA 0-3s3","CU","WA","CU 21S","FALSE","FALSE",3,0,9,0,3,29,6,12,38
"368","210221 CU vs WA 0-3s3","WA","CU","21S","TRUE","TRUE",3,0,9,0,3,29,6,12,38
"369","210226 CU @ OR 0-3s1","CU","OR","CU 21S","FALSE","FALSE",5,1,3,0,0,31,3,9,34
"370","210226 CU @ OR 0-3s1","OR","CU","21S","TRUE","TRUE",5,1,3,0,0,31,3,9,34
"371","210226 CU @ OR 0-3s2","CU","OR","CU 21S","FALSE","FALSE",5,0,5,1,2,35,3,11,40
"372","210226 CU @ OR 0-3s2","OR","CU","21S","TRUE","TRUE",5,0,5,1,2,35,3,11,40
"373","210226 CU @ OR 0-3s3","CU","OR","CU 21S","FALSE","FALSE",4,0,6,0,1,27,7,10,35
"374","210226 CU @ OR 0-3s3","OR","CU","21S","TRUE","TRUE",4,0,6,0,1,27,7,10,35
"375","210228 CU @ OR 1-3s1","CU","OR","CU 21S","FALSE","TRUE",3,0,6,0,1,33,5,9,39
"376","210228 CU @ OR 1-3s1","OR","CU","21S","TRUE","FALSE",3,0,6,0,1,33,5,9,39
"377","210228 CU @ OR 1-3s2","CU","OR","CU 21S","FALSE","FALSE",8,3,7,0,1,18,8,18,27
"378","210228 CU @ OR 1-3s2","OR","CU","21S","TRUE","TRUE",8,3,7,0,1,18,8,18,27
"379","210228 CU @ OR 1-3s3","CU","OR","CU 21S","FALSE","FALSE",5,1,4,0,2,26,6,10,34
"380","210228 CU @ OR 1-3s3","OR","CU","21S","TRUE","TRUE",5,1,4,0,2,26,6,10,34
"381","210228 CU @ OR 1-3s4","CU","OR","CU 21S","FALSE","FALSE",3,0,11,1,1,22,4,15,27
"382","210228 CU @ OR 1-3s4","OR","CU","21S","TRUE","TRUE",3,0,11,1,1,22,4,15,27
"383","210305 CU vs UCLA 1-3s1","CU","UCLA","CU 21S","FALSE","FALSE",3,3,7,0,2,21,6,13,29
"384","210305 CU vs UCLA 1-3s1","UCLA","CU","21S","TRUE","TRUE",3,3,7,0,2,21,6,13,29
"385","210305 CU vs UCLA 1-3s2","CU","UCLA","CU 21S","FALSE","TRUE",5,0,1,0,2,36,4,6,42
"386","210305 CU vs UCLA 1-3s2","UCLA","CU","21S","TRUE","FALSE",5,0,1,0,2,36,4,6,42
"387","210305 CU vs UCLA 1-3s3","CU","UCLA","CU 21S","FALSE","FALSE",3,1,8,0,1,28,3,12,32
"388","210305 CU vs UCLA 1-3s3","UCLA","CU","21S","TRUE","TRUE",3,1,8,0,1,28,3,12,32
"389","210305 CU vs UCLA 1-3s4","CU","UCLA","CU 21S","FALSE","FALSE",3,2,6,0,1,25,7,11,33
"390","210305 CU vs UCLA 1-3s4","UCLA","CU","21S","TRUE","TRUE",3,2,6,0,1,25,7,11,33
"391","210307 CU vs UCLA 3-1s1","CU","UCLA","CU 21S","TRUE","TRUE",5,1,5,2,1,33,4,13,38
"392","210307 CU vs UCLA 3-1s1","UCLA","CU","21S","FALSE","FALSE",5,1,5,2,1,33,4,13,38
"393","210307 CU vs UCLA 3-1s2","CU","UCLA","CU 21S","TRUE","FALSE",3,1,5,0,2,31,6,9,39
"394","210307 CU vs UCLA 3-1s2","UCLA","CU","21S","FALSE","TRUE",3,1,5,0,2,31,6,9,39
"395","210307 CU vs UCLA 3-1s3","CU","UCLA","CU 21S","TRUE","TRUE",3,3,4,2,3,26,6,12,35
"396","210307 CU vs UCLA 3-1s3","UCLA","CU","21S","FALSE","FALSE",3,3,4,2,3,26,6,12,35
"397","210307 CU vs UCLA 3-1s4","CU","UCLA","CU 21S","TRUE","TRUE",5,0,8,0,2,25,5,13,32
"398","210307 CU vs UCLA 3-1s4","UCLA","CU","21S","FALSE","FALSE",5,0,8,0,2,25,5,13,32
"399","210312 CU @ AZ 1-3s1","AZ","CU","21S","TRUE","TRUE",5,0,15,0,3,26,3,20,32
"400","210312 CU @ AZ 1-3s1","CU","AZ","CU 21S","FALSE","FALSE",5,0,15,0,3,26,3,20,32
"401","210312 CU @ AZ 1-3s2","AZ","CU","21S","TRUE","FALSE",6,2,10,0,2,23,4,18,29
"402","210312 CU @ AZ 1-3s2","CU","AZ","CU 21S","FALSE","TRUE",6,2,10,0,2,23,4,18,29
"403","210312 CU @ AZ 1-3s3","AZ","CU","21S","TRUE","TRUE",1,0,4,0,5,21,3,5,29
"404","210312 CU @ AZ 1-3s3","CU","AZ","CU 21S","FALSE","FALSE",1,0,4,0,5,21,3,5,29
"405","210312 CU @ AZ 1-3s4","AZ","CU","21S","TRUE","TRUE",2,1,7,0,7,26,4,10,37
"406","210312 CU @ AZ 1-3s4","CU","AZ","CU 21S","FALSE","FALSE",2,1,7,0,7,26,4,10,37
"407","210314 CU @ AZ 1-3s1","AZ","CU","21S","TRUE","TRUE",5,0,9,0,7,25,4,14,36
"408","210314 CU @ AZ 1-3s1","CU","AZ","CU 21S","FALSE","FALSE",5,0,9,0,7,25,4,14,36
"409","210314 CU @ AZ 1-3s2","AZ","CU","21S","TRUE","FALSE",6,3,6,0,1,25,5,15,31
"410","210314 CU @ AZ 1-3s2","CU","AZ","CU 21S","FALSE","TRUE",6,3,6,0,1,25,5,15,31
"411","210314 CU @ AZ 1-3s3","AZ","CU","21S","TRUE","TRUE",2,0,5,0,2,28,7,7,37
"412","210314 CU @ AZ 1-3s3","CU","AZ","CU 21S","FALSE","FALSE",2,0,5,0,2,28,7,7,37
"413","210314 CU @ AZ 1-3s4","AZ","CU","21S","TRUE","TRUE",5,0,6,0,2,26,5,11,33
"414","210314 CU @ AZ 1-3s4","CU","AZ","CU 21S","FALSE","FALSE",5,0,6,0,2,26,5,11,33
"415","210319 CU vs UT 3-2s1","CU","UT","CU 21S","TRUE","FALSE",2,0,3,1,3,33,2,6,38
"416","210319 CU vs UT 3-2s1","UT","CU","21S","FALSE","TRUE",2,0,3,1,3,33,2,6,38
"417","210319 CU vs UT 3-2s2","CU","UT","CU 21S","TRUE","TRUE",0,0,8,0,4,29,7,8,40
"418","210319 CU vs UT 3-2s2","UT","CU","21S","FALSE","FALSE",0,0,8,0,4,29,7,8,40
"419","210319 CU vs UT 3-2s3","CU","UT","CU 21S","TRUE","FALSE",5,0,6,0,4,17,8,11,29
"420","210319 CU vs UT 3-2s3","UT","CU","21S","FALSE","TRUE",5,0,6,0,4,17,8,11,29
"421","210319 CU vs UT 3-2s4","CU","UT","CU 21S","TRUE","TRUE",1,0,6,1,4,31,4,8,39
"422","210319 CU vs UT 3-2s4","UT","CU","21S","FALSE","FALSE",1,0,6,1,4,31,4,8,39
"423","210319 CU vs UT 3-2s5","CU","UT","CU 21S","TRUE","TRUE",1,0,4,0,2,20,1,5,23
"424","210319 CU vs UT 3-2s5","UT","CU","21S","FALSE","FALSE",1,0,4,0,2,20,1,5,23
"425","210321 CU @ UT 0-3s1","CU","UT","CU 21S","FALSE","FALSE",2,0,5,1,1,29,5,8,35
"426","210321 CU @ UT 0-3s1","UT","CU","21S","TRUE","TRUE",2,0,5,1,1,29,5,8,35
"427","210321 CU @ UT 0-3s2","CU","UT","CU 21S","FALSE","FALSE",3,2,4,0,4,24,4,9,32
"428","210321 CU @ UT 0-3s2","UT","CU","21S","TRUE","TRUE",3,2,4,0,4,24,4,9,32
"429","210321 CU @ UT 0-3s3","CU","UT","CU 21S","FALSE","FALSE",2,1,13,0,3,22,4,16,29
"430","210321 CU @ UT 0-3s3","UT","CU","21S","TRUE","TRUE",2,1,13,0,3,22,4,16,29
"431","210326 CU vs AZ St 3-2s1","AZ St","CU","21S","FALSE","TRUE",1,0,1,0,5,30,1,2,36
"432","210326 CU vs AZ St 3-2s1","CU","AZ St","CU 21S","TRUE","FALSE",1,0,1,0,5,30,1,2,36
"433","210326 CU vs AZ St 3-2s2","AZ St","CU","21S","FALSE","FALSE",3,1,5,0,3,26,3,9,32
"434","210326 CU vs AZ St 3-2s2","CU","AZ St","CU 21S","TRUE","TRUE",3,1,5,0,3,26,3,9,32
"435","210326 CU vs AZ St 3-2s3","AZ St","CU","21S","FALSE","FALSE",6,0,1,2,6,19,4,9,29
"436","210326 CU vs AZ St 3-2s3","CU","AZ St","CU 21S","TRUE","TRUE",6,0,1,2,6,19,4,9,29
"437","210326 CU vs AZ St 3-2s4","AZ St","CU","21S","FALSE","TRUE",6,0,10,1,3,17,2,17,22
"438","210326 CU vs AZ St 3-2s4","CU","AZ St","CU 21S","TRUE","FALSE",6,0,10,1,3,17,2,17,22
"439","210326 CU vs AZ St 3-2s5","AZ St","CU","21S","FALSE","FALSE",1,1,3,0,4,18,3,5,25
"440","210326 CU vs AZ St 3-2s5","CU","AZ St","CU 21S","TRUE","TRUE",1,1,3,0,4,18,3,5,25
"441","210328 CU vs AZ St 3-0s1","AZ St","CU","21S","FALSE","FALSE",5,0,9,0,6,26,2,14,34
"442","210328 CU vs AZ St 3-0s1","CU","AZ St","CU 21S","TRUE","TRUE",5,0,9,0,6,26,2,14,34
"443","210328 CU vs AZ St 3-0s2","AZ St","CU","21S","FALSE","FALSE",7,0,4,0,5,29,7,11,41
"444","210328 CU vs AZ St 3-0s2","CU","AZ St","CU 21S","TRUE","TRUE",7,0,4,0,5,29,7,11,41
"445","210328 CU vs AZ St 3-0s3","AZ St","CU","21S","FALSE","FALSE",4,0,9,1,4,27,5,14,36
"446","210328 CU vs AZ St 3-0s3","CU","AZ St","CU 21S","TRUE","TRUE",4,0,9,1,4,27,5,14,36
"447","210401 CU @ USC 1-3s1","CU","USC","CU 21S","FALSE","TRUE",9,0,7,0,2,29,3,16,34
"448","210401 CU @ USC 1-3s1","USC","CU","21S","TRUE","FALSE",9,0,7,0,2,29,3,16,34
"449","210401 CU @ USC 1-3s2","CU","USC","CU 21S","FALSE","FALSE",2,0,8,0,1,27,5,10,33
"450","210401 CU @ USC 1-3s2","USC","CU","21S","TRUE","TRUE",2,0,8,0,1,27,5,10,33
"451","210401 CU @ USC 1-3s3","CU","USC","CU 21S","FALSE","FALSE",7,1,6,0,2,23,6,14,31
"452","210401 CU @ USC 1-3s3","USC","CU","21S","TRUE","TRUE",7,1,6,0,2,23,6,14,31
"453","210401 CU @ USC 1-3s4","CU","USC","CU 21S","FALSE","FALSE",7,1,6,0,0,29,3,14,32
"454","210401 CU @ USC 1-3s4","USC","CU","21S","TRUE","TRUE",7,1,6,0,0,29,3,14,32
"455","210403 CU @ USC 0-3s1","CU","USC","CU 21S","FALSE","FALSE",4,0,7,0,1,26,7,11,34
"456","210403 CU @ USC 0-3s1","USC","CU","21S","TRUE","TRUE",4,0,7,0,1,26,7,11,34
"457","210403 CU @ USC 0-3s2","CU","USC","CU 21S","FALSE","FALSE",8,1,3,0,3,24,2,12,29
"458","210403 CU @ USC 0-3s2","USC","CU","21S","TRUE","TRUE",8,1,3,0,3,24,2,12,29
"459","210403 CU @ USC 0-3s3","CU","USC","CU 21S","FALSE","FALSE",4,2,9,0,7,21,6,15,34
"460","210403 CU @ USC 0-3s3","USC","CU","21S","TRUE","TRUE",4,2,9,0,7,21,6,15,34
"461","210828 CU @ UNCC 3-0s1","CU","UNCC","CU 21","TRUE","TRUE",1,0,4,0,3,33,3,5,39
"462","210828 CU @ UNCC 3-0s1","UNCC","CU","21","FALSE","FALSE",1,0,4,0,3,33,3,5,39
"463","210828 CU @ UNCC 3-0s2","CU","UNCC","CU 21","TRUE","TRUE",5,1,7,0,2,15,2,13,19
"464","210828 CU @ UNCC 3-0s2","UNCC","CU","21","FALSE","FALSE",5,1,7,0,2,15,2,13,19
"465","210828 CU @ UNCC 3-0s3","CU","UNCC","CU 21","TRUE","TRUE",6,0,1,1,5,24,10,8,39
"466","210828 CU @ UNCC 3-0s3","UNCC","CU","21","FALSE","FALSE",6,0,1,1,5,24,10,8,39
"467","210828 CU vs Xav 3-1s1","CU","Xavier","CU 21","TRUE","TRUE",6,2,5,0,3,24,8,13,35
"468","210828 CU vs Xav 3-1s1","Xavier","CU","21","FALSE","FALSE",6,2,5,0,3,24,8,13,35
"469","210828 CU vs Xav 3-1s2","CU","Xavier","CU 21","TRUE","FALSE",2,1,5,0,1,34,5,8,40
