"","setname","teamName","opponent","season","wonMatch","wonSet","serveErr","setErr","attackErr","freeballErr","ace","kill","stuffBlock","unforcedErrs","earnedPts"
"469","230902 CU vs UNCC 3-0s2","CU","UNCC","CU 23","TRUE","TRUE",4,0,0,0,3,12,2,4,17
"470","230902 CU vs UNCC 3-0s3","CU","UNCC","CU 23","TRUE","TRUE",3,0,1,0,0,12,4,4,16
"471","230908 CU vs KS 1-3s1","CU","KS","CU 23","FALSE","FALSE",4,2,2,0,1,13,1,8,15
"472","230908 CU vs KS 1-3s2","CU","KS","CU 23","FALSE","TRUE",5,0,6,0,1,17,3,11,21
"473","230908 CU vs KS 1-3s3","CU","KS","CU 23","FALSE","FALSE",5,1,5,0,1,11,0,11,12
"474","230908 CU vs KS 1-3s4","CU","KS","CU 23","FALSE","FALSE",3,0,3,1,1,13,2,7,16
"475","230909 CU @ WIchita St 3-0s1","CU","Wichita St","CU 23","TRUE","TRUE",4,0,3,0,1,11,4,7,16
"476","230909 CU @ WIchita St 3-0s2","CU","Wichita St","CU 23","TRUE","TRUE",3,0,1,1,5,12,3,5,20
"477","230909 CU @ WIchita St 3-0s3","CU","Wichita St","CU 23","TRUE","TRUE",4,1,1,0,3,14,2,6,19
"478","230914 CU vs CO St 2-3s1","CU","CO St","CU 23","FALSE","TRUE",1,0,3,0,1,14,3,4,18
"479","230914 CU vs CO St 2-3s2","CU","CO St","CU 23","FALSE","TRUE",2,0,3,0,1,7,8,5,16
"480","230914 CU vs CO St 2-3s3","CU","CO St","CU 23","FALSE","FALSE",3,0,2,0,0,15,1,5,16
"481","230914 CU vs CO St 2-3s4","CU","CO St","CU 23","FALSE","FALSE",4,0,1,0,3,10,5,5,18
"482","230914 CU vs CO St 2-3s5","CU","CO St","CU 23","FALSE","FALSE",0,0,2,0,0,8,0,2,8
"483","230915 CU @ CO St 3-2s1","CU","CO St","CU 23","TRUE","FALSE",2,0,3,0,1,13,1,5,15
"484","230915 CU @ CO St 3-2s2","CU","CO St","CU 23","TRUE","FALSE",4,0,1,0,1,14,2,5,17
"485","230915 CU @ CO St 3-2s3","CU","CO St","CU 23","TRUE","TRUE",2,0,2,0,3,15,5,4,23
"486","230915 CU @ CO St 3-2s4","CU","CO St","CU 23","TRUE","TRUE",1,0,3,0,3,15,4,4,22
"487","230915 CU @ CO St 3-2s5","CU","CO St","CU 23","TRUE","TRUE",3,0,0,0,1,10,2,3,13
"488","230917 CU vs Den 3-1s1","CU","Den","CU 23","TRUE","FALSE",3,0,2,0,2,11,2,5,15
"489","230917 CU vs Den 3-1s2","CU","Den","CU 23","TRUE","TRUE",3,0,1,0,1,12,6,4,19
"490","230917 CU vs Den 3-1s3","CU","Den","CU 23","TRUE","TRUE",3,0,3,0,0,14,4,6,18
"491","230917 CU vs Den 3-1s4","CU","Den","CU 23","TRUE","TRUE",0,0,3,0,1,16,4,3,21
"492","230921 CU vs UT 3-1s1","CU","UT","CU 23","TRUE","TRUE",2,0,3,0,4,13,5,5,22
"493","230921 CU vs UT 3-1s2","CU","UT","CU 23","TRUE","TRUE",0,0,1,0,1,10,3,1,14
"494","230921 CU vs UT 3-1s3","CU","UT","CU 23","TRUE","FALSE",2,0,3,1,4,15,2,6,21
"495","230921 CU vs UT 3-1s4","CU","UT","CU 23","TRUE","TRUE",3,0,4,0,2,7,3,7,12
"496","230924 CU vs Stan 0-3s1","CU","Stan","CU 23","FALSE","FALSE",0,0,3,0,1,10,1,3,12
"497","230924 CU vs Stan 0-3s2","CU","Stan","CU 23","FALSE","FALSE",1,0,0,0,0,11,3,1,14
"498","230924 CU vs Stan 0-3s3","CU","Stan","CU 23","FALSE","FALSE",1,0,2,0,0,13,2,3,15
"499","230929 CU @ UCLA 0-3s1","CU","UCLA","CU 23","FALSE","FALSE",3,0,0,0,3,7,5,3,15
"500","230929 CU @ UCLA 0-3s2","CU","UCLA","CU 23","FALSE","FALSE",2,0,5,1,4,10,1,8,15
"501","230929 CU @ UCLA 0-3s3","CU","UCLA","CU 23","FALSE","FALSE",0,1,2,1,1,9,2,4,12
"502","231001 CU @ USC 1-3s1","CU","USC","CU 23","FALSE","TRUE",4,0,1,0,1,14,3,5,18
"503","231001 CU @ USC 1-3s2","CU","USC","CU 23","FALSE","FALSE",3,0,2,0,1,6,4,5,11
"504","231001 CU @ USC 1-3s3","CU","USC","CU 23","FALSE","FALSE",4,0,3,0,1,11,1,7,13
"505","231001 CU @ USC 1-3s4","CU","USC","CU 23","FALSE","FALSE",2,0,2,0,0,6,2,4,8
"506","231006 CU vs OR 0-3s1","CU","OR","CU 23","FALSE","FALSE",1,0,3,0,1,8,2,4,11
"507","231006 CU vs OR 0-3s2","CU","OR","CU 23","FALSE","FALSE",3,0,2,0,0,10,5,5,15
"508","231006 CU vs OR 0-3s3","CU","OR","CU 23","FALSE","FALSE",1,0,1,0,2,14,2,2,18
"509","231008 CU vs OR St 3-2s1","CU","OR St","CU 23","TRUE","FALSE",1,1,3,0,1,11,1,5,13
"510","231008 CU vs OR St 3-2s2","CU","OR St","CU 23","TRUE","TRUE",2,1,1,1,6,10,5,5,21
"511","231008 CU vs OR St 3-2s3","CU","OR St","CU 23","TRUE","TRUE",3,0,2,0,2,12,5,5,19
"512","231008 CU vs OR St 3-2s4","CU","OR St","CU 23","TRUE","FALSE",1,0,2,0,0,12,4,3,16
"513","231008 CU vs OR St 3-2s5","CU","OR St","CU 23","TRUE","TRUE",1,0,0,0,1,7,5,1,13
"514","231013 CU @ WA 0-3s1","CU","WA","CU 23","FALSE","FALSE",4,0,3,0,2,14,3,7,19
"515","231013 CU @ WA 0-3s2","CU","WA","CU 23","FALSE","FALSE",3,0,3,0,2,11,2,6,15
"516","231013 CU @ WA 0-3s3","CU","WA","CU 23","FALSE","FALSE",3,1,4,0,2,10,4,8,16
"517","231015 CU @ WA St 0-3s1","CU","WA St","CU 23","FALSE","FALSE",2,0,3,0,0,10,4,5,14
"518","231015 CU @ WA St 0-3s2","CU","WA St","CU 23","FALSE","FALSE",4,0,2,0,1,7,2,6,10
"519","231015 CU @ WA St 0-3s3","CU","WA St","CU 23","FALSE","FALSE",2,2,2,0,0,10,3,6,13
"520","231020 CU vs AZ 3-0s1","CU","AZ","CU 23","TRUE","TRUE",5,0,3,0,1,16,0,8,17
"521","231020 CU vs AZ 3-0s2","CU","AZ","CU 23","TRUE","TRUE",3,0,1,0,1,11,7,4,19
"522","231020 CU vs AZ 3-0s3","CU","AZ","CU 23","TRUE","TRUE",1,0,2,0,2,13,1,3,16
"523","231022 CU vs AZ St 3-0s1","CU","AZ St","CU 23","TRUE","TRUE",1,0,2,0,2,17,3,3,22
"524","231022 CU vs AZ St 3-0s2","CU","AZ St","CU 23","TRUE","TRUE",2,0,2,0,1,15,4,4,20
"525","231022 CU vs AZ St 3-0s3","CU","AZ St","CU 23","TRUE","TRUE",3,0,1,2,0,14,4,6,18
"526","231027 CU vs USC 3-2s1","CU","USC","CU 23","TRUE","FALSE",2,0,6,0,0,11,3,8,14
"527","231027 CU vs USC 3-2s2","CU","USC","CU 23","TRUE","TRUE",1,0,1,0,5,14,1,2,20
"528","231027 CU vs USC 3-2s3","CU","USC","CU 23","TRUE","FALSE",3,0,3,0,1,11,2,6,14
"529","231027 CU vs USC 3-2s4","CU","USC","CU 23","TRUE","TRUE",2,0,3,0,1,14,3,5,18
"530","231027 CU vs USC 3-2s5","CU","USC","CU 23","TRUE","TRUE",1,0,4,0,1,7,1,5,9
"531","231029 CU vs UCLA 0-3s1","CU","UCLA","CU 23","FALSE","FALSE",3,1,3,0,3,13,3,7,19
"532","231029 CU vs UCLA 0-3s2","CU","UCLA","CU 23","FALSE","FALSE",2,0,2,0,1,12,3,4,16
"533","231029 CU vs UCLA 0-3s3","CU","UCLA","CU 23","FALSE","FALSE",2,0,4,0,0,14,2,6,16
"534","231103 CU @ OR St 3-2s1","CU","OR St","CU 23","TRUE","FALSE",1,1,1,0,0,9,5,3,14
"535","231103 CU @ OR St 3-2s2","CU","OR St","CU 23","TRUE","TRUE",3,0,1,0,1,15,2,4,18
"536","231103 CU @ OR St 3-2s3","CU","OR St","CU 23","TRUE","FALSE",1,1,1,1,0,13,3,4,16
"537","231103 CU @ OR St 3-2s4","CU","OR St","CU 23","TRUE","TRUE",2,1,2,0,4,11,5,5,20
"538","231103 CU @ OR St 3-2s5","CU","OR St","CU 23","TRUE","TRUE",0,2,0,0,1,5,5,2,11
"539","231105 CU @ OR 1-3s1","CU","OR","CU 23","FALSE","FALSE",0,0,5,0,0,6,0,5,6
"540","231105 CU @ OR 1-3s2","CU","OR","CU 23","FALSE","TRUE",1,0,1,0,4,17,2,2,23
"541","231105 CU @ OR 1-3s3","CU","OR","CU 23","FALSE","FALSE",1,0,2,1,0,12,0,4,12
"542","231105 CU @ OR 1-3s4","CU","OR","CU 23","FALSE","FALSE",2,0,4,0,0,7,0,6,7
"543","231109 CU @ AZ St 1-3s1","CU","AZ St","CU 23","FALSE","TRUE",4,0,2,1,3,12,2,7,17
"544","231109 CU @ AZ St 1-3s2","CU","AZ St","CU 23","FALSE","FALSE",4,0,4,0,2,11,1,8,14
"545","231109 CU @ AZ St 1-3s3","CU","AZ St","CU 23","FALSE","FALSE",1,2,6,0,2,8,3,9,13
"546","231109 CU @ AZ St 1-3s4","CU","AZ St","CU 23","FALSE","FALSE",1,0,4,0,0,14,1,5,15
"547","231111 CU @ AZ 2-3s1","CU","AZ","CU 23","FALSE","FALSE",4,0,5,0,2,11,2,9,15
"548","231111 CU @ AZ 2-3s2","CU","AZ","CU 23","FALSE","TRUE",6,0,4,1,2,16,3,11,21
"549","231111 CU @ AZ 2-3s3","CU","AZ","CU 23","FALSE","TRUE",2,0,2,0,3,15,1,4,19
"550","231111 CU @ AZ 2-3s4","CU","AZ","CU 23","FALSE","FALSE",3,0,2,0,0,13,3,5,16
"551","231111 CU @ AZ 2-3s5","CU","AZ","CU 23","FALSE","FALSE",0,0,1,1,0,5,3,2,8
