"","setname","teamName","opponent","season","wonMatch","wonSet","serveErr","setErr","attackErr","freeballErr","ace","kill","stuffBlock","unforcedErrs","earnedPts"
"237","210828 CU vs Xav 3-1s4","CU","Xavier","CU 21","TRUE","TRUE",1,0,6,0,2,16,4,7,22
"238","210903 CU vs IA 3-1s1","CU","IA","CU 21","TRUE","TRUE",3,0,2,0,4,9,3,5,16
"239","210903 CU vs IA 3-1s2","CU","IA","CU 21","TRUE","TRUE",1,0,3,0,0,15,4,4,19
"240","210903 CU vs IA 3-1s3","CU","IA","CU 21","TRUE","FALSE",1,1,6,1,1,14,2,9,17
"241","210903 CU vs IA 3-1s4","CU","IA","CU 21","TRUE","TRUE",2,0,3,0,3,14,2,5,19
"242","210904 CU @ IL 3-2s1","CU","IL","CU 21","TRUE","TRUE",1,0,5,0,1,10,4,6,15
"243","210904 CU @ IL 3-2s2","CU","IL","CU 21","TRUE","TRUE",2,0,4,0,0,15,1,6,16
"244","210904 CU @ IL 3-2s3","CU","IL","CU 21","TRUE","FALSE",1,0,3,0,1,9,0,4,10
"245","210904 CU @ IL 3-2s4","CU","IL","CU 21","TRUE","FALSE",1,1,4,0,0,10,4,6,14
"246","210904 CU @ IL 3-2s5","CU","IL","CU 21","TRUE","TRUE",1,0,1,0,0,13,2,2,15
"247","210910 CU vs SJSU 3-0s1","CU","SJSU","CU 21","TRUE","TRUE",2,0,1,0,1,11,4,3,16
"248","210910 CU vs SJSU 3-0s2","CU","SJSU","CU 21","TRUE","TRUE",0,0,4,0,1,10,7,4,18
"249","210910 CU vs SJSU 3-0s3","CU","SJSU","CU 21","TRUE","TRUE",1,0,1,0,0,14,5,2,19
"250","210910 CU vs TX Tech 3-1s1","CU","TX Tech","CU 21","TRUE","TRUE",1,0,1,0,1,23,2,2,26
"251","210910 CU vs TX Tech 3-1s2","CU","TX Tech","CU 21","TRUE","TRUE",3,0,2,0,1,14,1,5,16
"252","210910 CU vs TX Tech 3-1s3","CU","TX Tech","CU 21","TRUE","FALSE",0,0,3,0,0,13,2,3,15
"253","210910 CU vs TX Tech 3-1s4","CU","TX Tech","CU 21","TRUE","TRUE",3,0,1,0,1,17,3,4,21
"254","210911 CU vs UNCO 3-1s1","CU","UNCO","CU 21","TRUE","FALSE",2,0,6,0,0,14,2,8,16
"255","210911 CU vs UNCO 3-1s2","CU","UNCO","CU 21","TRUE","TRUE",1,0,1,0,1,12,3,2,16
"256","210911 CU vs UNCO 3-1s3","CU","UNCO","CU 21","TRUE","TRUE",1,0,1,0,2,13,4,2,19
"257","210911 CU vs UNCO 3-1s4","CU","UNCO","CU 21","TRUE","TRUE",1,0,2,0,1,14,5,3,20
"258","210916 CU vs CO St 3-1s1","CU","CO St","CU 21","TRUE","FALSE",2,0,3,0,0,12,5,5,17
"259","210916 CU vs CO St 3-1s2","CU","CO St","CU 21","TRUE","TRUE",1,0,2,0,0,15,3,3,18
"260","210916 CU vs CO St 3-1s3","CU","CO St","CU 21","TRUE","TRUE",2,1,3,0,0,16,2,6,18
"261","210916 CU vs CO St 3-1s4","CU","CO St","CU 21","TRUE","TRUE",2,0,5,0,2,12,2,7,16
"262","210918 CU @ CO St 3-0s1","CU","CO St","CU 21","TRUE","TRUE",2,0,4,0,0,13,3,6,16
"263","210918 CU @ CO St 3-0s2","CU","CO St","CU 21","TRUE","TRUE",3,0,3,0,0,14,4,6,18
"264","210918 CU @ CO St 3-0s3","CU","CO St","CU 21","TRUE","TRUE",0,0,3,0,3,13,4,3,20
"265","210922 CU @ WA St 0-3s1","CU","WA St","CU 21","FALSE","FALSE",1,0,2,0,1,11,1,3,13
"266","210922 CU @ WA St 0-3s2","CU","WA St","CU 21","FALSE","FALSE",1,1,4,1,2,10,3,7,15
"267","210922 CU @ WA St 0-3s3","CU","WA St","CU 21","FALSE","FALSE",3,0,0,0,2,14,3,3,19
"268","210924 CU vs UT 3-0s1","CU","UT","CU 21","TRUE","TRUE",0,0,1,0,0,12,4,1,16
"269","210924 CU vs UT 3-0s2","CU","UT","CU 21","TRUE","TRUE",1,0,0,0,0,15,1,1,16
"270","210924 CU vs UT 3-0s3","CU","UT","CU 21","TRUE","TRUE",2,0,3,1,2,16,1,6,19
"271","211001 CU vs OR 1-3s1","CU","OR","CU 21","FALSE","TRUE",1,0,3,0,1,15,1,4,17
"272","211001 CU vs OR 1-3s2","CU","OR","CU 21","FALSE","FALSE",1,1,3,0,1,9,1,5,11
"273","211001 CU vs OR 1-3s3","CU","OR","CU 21","FALSE","FALSE",1,0,5,0,0,13,3,6,16
"274","211001 CU vs OR 1-3s4","CU","OR","CU 21","FALSE","FALSE",2,0,3,0,0,15,3,5,18
"275","211003 CU vs OR St 3-0s1","CU","OR St","CU 21","TRUE","TRUE",1,0,2,0,0,17,2,3,19
"276","211003 CU vs OR St 3-0s2","CU","OR St","CU 21","TRUE","TRUE",1,0,2,0,1,12,3,3,16
"277","211003 CU vs OR St 3-0s3","CU","OR St","CU 21","TRUE","TRUE",4,0,4,0,2,9,3,8,14
"278","211008 CU @ UCLA 0-3s1","CU","UCLA","CU 21","FALSE","FALSE",1,1,1,0,1,12,2,3,15
"279","211008 CU @ UCLA 0-3s2","CU","UCLA","CU 21","FALSE","FALSE",5,0,0,0,0,8,1,5,9
"280","211008 CU @ UCLA 0-3s3","CU","UCLA","CU 21","FALSE","FALSE",0,0,4,0,0,8,1,4,9
"281","211010 CU @ USC 1-3s1","CU","USC","CU 21","FALSE","FALSE",1,0,2,1,3,11,1,4,15
"282","211010 CU @ USC 1-3s2","CU","USC","CU 21","FALSE","FALSE",4,0,4,1,1,15,1,9,17
"283","211010 CU @ USC 1-3s3","CU","USC","CU 21","FALSE","TRUE",1,0,1,0,0,11,0,2,11
"284","211010 CU @ USC 1-3s4","CU","USC","CU 21","FALSE","FALSE",1,0,2,1,0,14,2,4,16
"285","211015 CU @ Cal 3-0s1","CU","Cal","CU 21","TRUE","TRUE",2,0,5,0,3,13,2,7,18
"286","211015 CU @ Cal 3-0s2","CU","Cal","CU 21","TRUE","TRUE",4,0,0,0,2,11,6,4,19
"287","211015 CU @ Cal 3-0s3","CU","Cal","CU 21","TRUE","TRUE",1,0,2,0,3,13,4,3,20
"288","211017 CU @ Stan 0-3s1","CU","Stan","CU 21","FALSE","FALSE",1,0,2,0,1,10,3,3,14
"289","211017 CU @ Stan 0-3s2","CU","Stan","CU 21","FALSE","FALSE",0,1,2,0,1,6,3,3,10
"290","211017 CU @ Stan 0-3s3","CU","Stan","CU 21","FALSE","FALSE",1,0,2,0,0,10,3,3,13
"291","211022 CU vs AZ 1-3s1","CU","AZ","CU 21","FALSE","TRUE",0,0,3,0,2,14,1,3,17
"292","211022 CU vs AZ 1-3s2","CU","AZ","CU 21","FALSE","FALSE",2,0,5,0,0,11,1,7,12
"293","211022 CU vs AZ 1-3s3","CU","AZ","CU 21","FALSE","FALSE",1,0,6,0,4,19,2,7,25
"294","211022 CU vs AZ 1-3s4","CU","AZ","CU 21","FALSE","FALSE",2,0,3,1,0,13,0,6,13
"295","211024 CU vs AZ St 1-3s1","CU","AZ St","CU 21","FALSE","FALSE",4,0,4,0,1,14,2,8,17
"296","211024 CU vs AZ St 1-3s2","CU","AZ St","CU 21","FALSE","TRUE",1,0,5,0,2,20,5,6,27
"297","211024 CU vs AZ St 1-3s3","CU","AZ St","CU 21","FALSE","FALSE",0,0,7,0,0,12,1,7,13
"298","211024 CU vs AZ St 1-3s4","CU","AZ St","CU 21","FALSE","FALSE",1,0,4,0,0,12,2,5,14
"299","211029 CU @ OR St 3-1s1","CU","OR St","CU 21","TRUE","FALSE",2,0,3,1,0,15,2,6,17
"300","211029 CU @ OR St 3-1s2","CU","OR St","CU 21","TRUE","TRUE",2,1,3,0,4,11,2,6,17
"301","211029 CU @ OR St 3-1s3","CU","OR St","CU 21","TRUE","TRUE",1,0,3,1,3,15,3,5,21
"302","211029 CU @ OR St 3-1s4","CU","OR St","CU 21","TRUE","TRUE",2,0,2,0,1,11,5,4,17
"303","211031 CU @ OR 2-3s1","CU","OR","CU 21","FALSE","TRUE",0,0,2,0,3,12,3,2,18
"304","211031 CU @ OR 2-3s2","CU","OR","CU 21","FALSE","FALSE",2,1,1,0,0,12,1,4,13
"305","211031 CU @ OR 2-3s3","CU","OR","CU 21","FALSE","TRUE",1,0,4,0,1,11,2,5,14
"306","211031 CU @ OR 2-3s4","CU","OR","CU 21","FALSE","FALSE",1,0,1,0,2,8,1,2,11
"307","211031 CU @ OR 2-3s5","CU","OR","CU 21","FALSE","FALSE",2,0,3,0,1,11,2,5,14
"308","211105 CU vs USC 3-1s1","CU","USC","CU 21","TRUE","TRUE",2,0,2,0,3,14,1,4,18
"309","211105 CU vs USC 3-1s2","CU","USC","CU 21","TRUE","FALSE",0,0,4,0,2,8,1,4,11
"310","211105 CU vs USC 3-1s3","CU","USC","CU 21","TRUE","TRUE",1,0,1,0,2,13,4,2,19
"311","211105 CU vs USC 3-1s4","CU","USC","CU 21","TRUE","TRUE",1,0,4,0,2,13,2,5,17
"312","211107 CU vs UCLA 0-3s1","CU","UCLA","CU 21","FALSE","FALSE",1,0,2,0,0,15,1,3,16
"313","211107 CU vs UCLA 0-3s2","CU","UCLA","CU 21","FALSE","FALSE",0,0,4,0,1,12,0,4,13
"314","211107 CU vs UCLA 0-3s3","CU","UCLA","CU 21","FALSE","FALSE",2,0,5,0,1,10,2,7,13
"315","211112 CU @ AZ St 1-3s1","CU","AZ St","CU 21","FALSE","FALSE",1,0,3,1,0,6,2,5,8
"316","211112 CU @ AZ St 1-3s2","CU","AZ St","CU 21","FALSE","TRUE",0,0,2,0,1,13,7,2,21
"317","211112 CU @ AZ St 1-3s3","CU","AZ St","CU 21","FALSE","FALSE",5,0,2,0,0,16,1,7,17
"318","211112 CU @ AZ St 1-3s4","CU","AZ St","CU 21","FALSE","FALSE",4,2,1,0,1,11,5,7,17
"319","211114 CU @ AZ 1-3s1","CU","AZ","CU 21","FALSE","FALSE",1,0,3,0,2,10,1,4,13
"320","211114 CU @ AZ 1-3s2","CU","AZ","CU 21","FALSE","TRUE",3,0,3,0,1,15,2,6,18
"321","211114 CU @ AZ 1-3s3","CU","AZ","CU 21","FALSE","FALSE",0,0,4,0,0,12,1,4,13
"322","211114 CU @ AZ 1-3s4","CU","AZ","CU 21","FALSE","FALSE",2,0,3,0,3,18,3,5,24
"323","211118 CU vs Stan 1-3s1","CU","Stan","CU 21","FALSE","FALSE",3,0,3,0,0,11,3,6,14
"324","211118 CU vs Stan 1-3s2","CU","Stan","CU 21","FALSE","FALSE",4,0,5,0,0,14,0,9,14
"325","211118 CU vs Stan 1-3s3","CU","Stan","CU 21","FALSE","TRUE",1,0,2,0,1,17,3,3,21
"326","211118 CU vs Stan 1-3s4","CU","Stan","CU 21","FALSE","FALSE",2,0,3,0,3,14,2,5,19
"327","211121 CU vs Cal 3-0s1","CU","Cal","CU 21","TRUE","TRUE",0,0,1,1,3,15,2,2,20
"328","211121 CU vs Cal 3-0s2","CU","Cal","CU 21","TRUE","TRUE",0,0,2,0,0,17,2,2,19
"329","211121 CU vs Cal 3-0s3","CU","Cal","CU 21","TRUE","TRUE",2,0,7,0,1,14,7,9,22
"330","211124 CU vs WA 1-3s1","CU","WA","CU 21","FALSE","FALSE",2,0,4,0,0,9,1,6,10
"331","211124 CU vs WA 1-3s2","CU","WA","CU 21","FALSE","TRUE",2,0,4,0,4,15,4,6,23
"332","211124 CU vs WA 1-3s3","CU","WA","CU 21","FALSE","FALSE",0,0,3,0,0,18,0,3,18
"333","211124 CU vs WA 1-3s4","CU","WA","CU 21","FALSE","FALSE",3,0,4,0,0,13,1,7,14
"334","211127 CU @ UT 1-3s1","CU","UT","CU 21","FALSE","FALSE",1,0,0,0,0,14,1,1,15
"335","211127 CU @ UT 1-3s2","CU","UT","CU 21","FALSE","TRUE",0,0,2,0,0,13,4,2,17
"336","211127 CU @ UT 1-3s3","CU","UT","CU 21","FALSE","FALSE",2,1,4,0,1,9,1,7,11
"337","211127 CU @ UT 1-3s4","CU","UT","CU 21","FALSE","FALSE",0,0,4,1,0,13,3,5,16
"338","220826 CU vs UWGB 3-0s1","CU","UWGB","CU 22","TRUE","TRUE",2,0,1,1,1,14,6,4,21
"339","220826 CU vs UWGB 3-0s2","CU","UWGB","CU 22","TRUE","TRUE",2,0,8,0,3,17,2,10,22
"340","220826 CU vs UWGB 3-0s3","CU","UWGB","CU 22","TRUE","TRUE",3,0,2,0,1,16,3,5,20
"341","220826 CU vs W MI 3-1s1","CU","W MI","CU 22","TRUE","FALSE",3,0,4,0,0,11,3,7,14
"342","220826 CU vs W MI 3-1s2","CU","W MI","CU 22","TRUE","TRUE",2,1,4,0,2,14,2,7,18
"343","220826 CU vs W MI 3-1s3","CU","W MI","CU 22","TRUE","TRUE",0,0,2,0,1,17,2,2,20
"344","220826 CU vs W MI 3-1s4","CU","W MI","CU 22","TRUE","TRUE",1,0,2,0,4,10,4,3,18
"345","220827 CU vs Den 3-2s1","CU","Den","CU 22","TRUE","TRUE",1,0,1,0,1,13,5,2,19
"346","220827 CU vs Den 3-2s2","CU","Den","CU 22","TRUE","FALSE",4,0,3,1,0,11,5,8,16
"347","220827 CU vs Den 3-2s3","CU","Den","CU 22","TRUE","FALSE",2,1,3,0,1,13,3,6,17
"348","220827 CU vs Den 3-2s4","CU","Den","CU 22","TRUE","TRUE",1,1,3,0,0,17,6,5,23
"349","220827 CU vs Den 3-2s5","CU","Den","CU 22","TRUE","TRUE",1,0,0,0,0,10,3,1,13
"350","220903 CU vs IL 3-0s1","CU","IL","CU 22","TRUE","TRUE",6,0,2,0,0,17,2,8,19
"351","220903 CU vs IL 3-0s2","CU","IL","CU 22","TRUE","TRUE",2,0,0,0,1,13,3,2,17
"352","220903 CU vs IL 3-0s3","CU","IL","CU 22","TRUE","TRUE",3,0,2,0,0,14,5,5,19
"353","220904 CU vs IA 3-0s1","CU","IA","CU 22","TRUE","TRUE",2,0,2,1,2,16,3,5,21
"354","220904 CU vs IA 3-0s2","CU","IA","CU 22","TRUE","TRUE",3,0,3,1,2,12,4,7,18
"355","220904 CU vs IA 3-0s3","CU","IA","CU 22","TRUE","TRUE",1,0,2,0,3,15,1,3,19
"356","220909 CU vs FIU 3-0s1","CU","FIU","CU 22","TRUE","TRUE",1,3,2,0,3,10,2,6,15
"357","220909 CU vs FIU 3-0s2","CU","FIU","CU 22","TRUE","TRUE",2,0,2,0,0,14,5,4,19
"358","220909 CU vs FIU 3-0s3","CU","FIU","CU 22","TRUE","TRUE",1,0,3,0,1,19,1,4,21
"359","220909 CU vs UALR 3-0s1","CU","UALR","CU 22","TRUE","TRUE",2,0,0,0,3,15,2,2,20
"360","220909 CU vs UALR 3-0s2","CU","UALR","CU 22","TRUE","TRUE",0,1,2,2,2,18,2,5,22
"361","220909 CU vs UALR 3-0s3","CU","UALR","CU 22","TRUE","TRUE",3,0,4,1,0,14,3,8,17
"362","220911 CU @ AR 0-3s1","CU","AR","CU 22","FALSE","FALSE",1,1,2,0,1,9,3,4,13
"363","220911 CU @ AR 0-3s2","CU","AR","CU 22","FALSE","FALSE",3,0,3,0,0,11,1,6,12
"364","220911 CU @ AR 0-3s3","CU","AR","CU 22","FALSE","FALSE",2,0,3,0,0,7,3,5,10
"365","220915 CU @ CO St 1-3s1","CU","CO St","CU 22","FALSE","FALSE",0,1,2,0,0,14,1,3,15
"366","220915 CU @ CO St 1-3s2","CU","CO St","CU 22","FALSE","FALSE",0,0,3,0,2,13,3,3,18
"367","220915 CU @ CO St 1-3s3","CU","CO St","CU 22","FALSE","TRUE",4,0,2,0,3,14,3,6,20
"368","220915 CU @ CO St 1-3s4","CU","CO St","CU 22","FALSE","FALSE",2,0,3,0,3,11,2,5,16
"369","220916 CU vs CO St 3-2s1","CU","CO St","CU 22","TRUE","FALSE",1,1,1,0,1,14,2,3,17
"370","220916 CU vs CO St 3-2s2","CU","CO St","CU 22","TRUE","FALSE",1,0,10,0,0,6,2,11,8
"371","220916 CU vs CO St 3-2s3","CU","CO St","CU 22","TRUE","TRUE",2,0,4,0,0,18,2,6,20
"372","220916 CU vs CO St 3-2s4","CU","CO St","CU 22","TRUE","TRUE",3,0,2,0,1,14,5,5,20
"373","220916 CU vs CO St 3-2s5","CU","CO St","CU 22","TRUE","TRUE",0,0,0,0,0,8,3,0,11
"374","220922 CU @ UT 3-0s1","CU","UT","CU 22","TRUE","TRUE",3,0,2,0,1,14,3,5,18
"375","220922 CU @ UT 3-0s2","CU","UT","CU 22","TRUE","TRUE",1,1,1,0,3,7,2,3,12
"376","220922 CU @ UT 3-0s3","CU","UT","CU 22","TRUE","TRUE",3,0,4,0,0,15,3,7,18
"377","220925 CU vs AZ St 3-0s1","CU","AZ St","CU 22","TRUE","TRUE",2,1,5,0,4,18,1,8,23
"378","220925 CU vs AZ St 3-0s2","CU","AZ St","CU 22","TRUE","TRUE",2,0,2,0,2,14,4,4,20
"379","220925 CU vs AZ St 3-0s3","CU","AZ St","CU 22","TRUE","TRUE",0,0,4,0,0,17,1,4,18
"380","220930 CU @ USC 1-3s1","CU","USC","CU 22","FALSE","FALSE",2,0,2,0,1,8,2,4,11
"381","220930 CU @ USC 1-3s2","CU","USC","CU 22","FALSE","TRUE",5,1,2,0,2,13,3,8,18
"382","220930 CU @ USC 1-3s3","CU","USC","CU 22","FALSE","FALSE",4,0,1,0,1,10,2,5,13
"383","220930 CU @ USC 1-3s4","CU","USC","CU 22","FALSE","FALSE",4,0,3,1,1,14,3,8,18
"384","221002 CU @ UCLA 3-1s1","CU","UCLA","CU 22","TRUE","TRUE",0,1,0,0,0,12,7,1,19
"385","221002 CU @ UCLA 3-1s2","CU","UCLA","CU 22","TRUE","TRUE",3,0,0,0,3,12,4,3,19
"386","221002 CU @ UCLA 3-1s3","CU","UCLA","CU 22","TRUE","FALSE",3,0,2,0,0,13,5,5,18
"387","221002 CU @ UCLA 3-1s4","CU","UCLA","CU 22","TRUE","TRUE",0,0,0,0,0,13,5,0,18
"388","221007 CU vs Stan 1-3s1","CU","Stan","CU 22","FALSE","FALSE",0,0,3,0,0,9,1,3,10
"389","221007 CU vs Stan 1-3s2","CU","Stan","CU 22","FALSE","TRUE",2,0,2,0,2,13,2,4,17
"390","221007 CU vs Stan 1-3s3","CU","Stan","CU 22","FALSE","FALSE",2,0,2,0,0,13,1,4,14
"391","221007 CU vs Stan 1-3s4","CU","Stan","CU 22","FALSE","FALSE",1,0,1,0,3,11,4,2,18
"392","221009 CU vs Cal 3-0s1","CU","Cal","CU 22","TRUE","TRUE",1,0,2,0,0,15,1,3,16
"393","221009 CU vs Cal 3-0s2","CU","Cal","CU 22","TRUE","TRUE",1,0,2,1,1,17,3,4,21
"394","221009 CU vs Cal 3-0s3","CU","Cal","CU 22","TRUE","TRUE",2,1,1,0,2,16,3,4,21
"395","221014 CU vs WA St 3-1s1","CU","WA St","CU 22","TRUE","TRUE",2,3,3,1,3,14,2,9,19
"396","221014 CU vs WA St 3-1s2","CU","WA St","CU 22","TRUE","TRUE",2,0,2,0,1,14,4,4,19
"397","221014 CU vs WA St 3-1s3","CU","WA St","CU 22","TRUE","FALSE",1,0,3,0,0,9,0,4,9
"398","221014 CU vs WA St 3-1s4","CU","WA St","CU 22","TRUE","TRUE",2,0,0,0,1,11,5,2,17
"399","221016 CU vs WA 1-3s1","CU","WA","CU 22","FALSE","FALSE",1,0,7,0,0,15,1,8,16
"400","221016 CU vs WA 1-3s2","CU","WA","CU 22","FALSE","FALSE",0,2,3,0,0,9,3,5,12
"401","221016 CU vs WA 1-3s3","CU","WA","CU 22","FALSE","TRUE",1,1,2,0,3,12,2,4,17
"402","221016 CU vs WA 1-3s4","CU","WA","CU 22","FALSE","FALSE",4,1,0,0,2,14,3,5,19
"403","221021 CU @ OR St 1-3s1","CU","OR St","CU 22","FALSE","FALSE",0,0,0,0,1,13,0,0,14
"404","221021 CU @ OR St 1-3s2","CU","OR St","CU 22","FALSE","TRUE",2,0,1,1,2,12,3,4,17
"405","221021 CU @ OR St 1-3s3","CU","OR St","CU 22","FALSE","FALSE",2,0,3,0,1,13,2,5,16
"406","221021 CU @ OR St 1-3s4","CU","OR St","CU 22","FALSE","FALSE",3,0,2,0,3,8,1,5,12
"407","221023 CU @ OR 0-3s1","CU","OR","CU 22","FALSE","FALSE",2,0,6,0,1,19,3,8,23
"408","221023 CU @ OR 0-3s2","CU","OR","CU 22","FALSE","FALSE",1,0,5,0,1,8,2,6,11
"409","221023 CU @ OR 0-3s3","CU","OR","CU 22","FALSE","FALSE",3,0,3,0,2,12,2,6,16
"410","221028 CU vs UCLA 3-1s1","CU","UCLA","CU 22","TRUE","TRUE",1,0,6,0,1,14,2,7,17
"411","221028 CU vs UCLA 3-1s2","CU","UCLA","CU 22","TRUE","FALSE",5,0,2,0,0,11,3,7,14
"412","221028 CU vs UCLA 3-1s3","CU","UCLA","CU 22","TRUE","TRUE",1,0,0,0,0,16,4,1,20
"413","221028 CU vs UCLA 3-1s4","CU","UCLA","CU 22","TRUE","TRUE",1,1,4,0,1,13,4,6,18
"414","221030 CU vs USC 3-1s1","CU","USC","CU 22","TRUE","FALSE",0,0,2,0,1,9,2,2,12
"415","221030 CU vs USC 3-1s2","CU","USC","CU 22","TRUE","TRUE",2,0,0,0,2,8,4,2,14
"416","221030 CU vs USC 3-1s3","CU","USC","CU 22","TRUE","TRUE",1,2,0,1,4,14,3,4,21
"417","221030 CU vs USC 3-1s4","CU","USC","CU 22","TRUE","TRUE",3,0,1,0,3,14,5,4,22
"418","221104 CU @ Cal 3-1s1","CU","Cal","CU 22","TRUE","TRUE",0,1,2,0,3,13,4,3,20
"419","221104 CU @ Cal 3-1s2","CU","Cal","CU 22","TRUE","FALSE",2,1,2,0,0,8,2,5,10
"420","221104 CU @ Cal 3-1s3","CU","Cal","CU 22","TRUE","TRUE",0,0,2,0,0,13,7,2,20
"421","221104 CU @ Cal 3-1s4","CU","Cal","CU 22","TRUE","TRUE",3,0,1,0,0,19,3,4,22
"422","221106 CU @ Stan 0-3s1","CU","Stan","CU 22","FALSE","FALSE",0,1,2,0,0,7,1,3,8
"423","221106 CU @ Stan 0-3s2","CU","Stan","CU 22","FALSE","FALSE",4,0,0,0,1,11,3,4,15
"424","221106 CU @ Stan 0-3s3","CU","Stan","CU 22","FALSE","FALSE",4,0,0,0,1,8,2,4,11
"425","221110 CU vs OR 2-3s1","CU","OR","CU 22","FALSE","TRUE",2,1,1,1,1,13,4,5,18
"426","221110 CU vs OR 2-3s2","CU","OR","CU 22","FALSE","TRUE",1,0,1,1,1,16,3,3,20
"427","221110 CU vs OR 2-3s3","CU","OR","CU 22","FALSE","FALSE",0,0,1,0,0,15,1,1,16
"428","221110 CU vs OR 2-3s4","CU","OR","CU 22","FALSE","FALSE",2,1,4,0,1,15,3,7,19
"429","221110 CU vs OR 2-3s5","CU","OR","CU 22","FALSE","FALSE",0,1,3,0,1,6,1,4,8
"430","221112 CU vs OR St 3-0s1","CU","OR St","CU 22","TRUE","TRUE",0,0,3,0,1,12,4,3,17
"431","221112 CU vs OR St 3-0s2","CU","OR St","CU 22","TRUE","TRUE",2,0,3,0,1,13,3,5,17
"432","221112 CU vs OR St 3-0s3","CU","OR St","CU 22","TRUE","TRUE",2,0,2,0,4,12,3,4,19
"433","221118 CU @ WA 3-0s1","CU","WA","CU 22","TRUE","TRUE",4,0,1,0,1,15,2,5,18
"434","221118 CU @ WA 3-0s2","CU","WA","CU 22","TRUE","TRUE",4,0,0,0,3,14,1,4,18
"435","221118 CU @ WA 3-0s3","CU","WA","CU 22","TRUE","TRUE",5,0,0,0,4,13,1,5,18
"436","221120 CU @ WA St 1-3s1","CU","WA St","CU 22","FALSE","FALSE",1,0,3,1,0,12,2,5,14
"437","221120 CU @ WA St 1-3s2","CU","WA St","CU 22","FALSE","TRUE",3,0,0,2,2,18,1,5,21
"438","221120 CU @ WA St 1-3s3","CU","WA St","CU 22","FALSE","FALSE",1,1,1,0,3,9,1,3,13
"439","221120 CU @ WA St 1-3s4","CU","WA St","CU 22","FALSE","FALSE",1,1,4,0,1,5,1,6,7
"440","221123 CU @ AZ 3-1s1","CU","AZ","CU 22","TRUE","TRUE",3,0,1,1,3,13,1,5,17
"441","221123 CU @ AZ 3-1s2","CU","AZ","CU 22","TRUE","FALSE",3,0,2,0,5,12,1,5,18
"442","221123 CU @ AZ 3-1s3","CU","AZ","CU 22","TRUE","TRUE",3,0,2,0,2,19,1,5,22
"443","221123 CU @ AZ 3-1s4","CU","AZ","CU 22","TRUE","TRUE",2,0,1,0,3,14,4,3,21
"444","221125 CU vs UT 3-1s1","CU","UT","CU 22","TRUE","FALSE",2,0,3,0,1,13,0,5,14
"445","221125 CU vs UT 3-1s2","CU","UT","CU 22","TRUE","TRUE",3,0,2,0,0,15,3,5,18
"446","221125 CU vs UT 3-1s3","CU","UT","CU 22","TRUE","TRUE",2,1,2,0,3,12,4,5,19
"447","221125 CU vs UT 3-1s4","CU","UT","CU 22","TRUE","TRUE",0,0,3,0,3,15,3,3,21
"448","221201 CU vs Rice 1-3s1","CU","Rice","CU 22","FALSE","FALSE",3,0,5,0,1,12,2,8,15
"449","221201 CU vs Rice 1-3s2","CU","Rice","CU 22","FALSE","TRUE",2,1,3,0,1,15,5,6,21
"450","221201 CU vs Rice 1-3s3","CU","Rice","CU 22","FALSE","FALSE",0,0,5,1,1,10,1,6,12
"451","221201 CU vs Rice 1-3s4","CU","Rice","CU 22","FALSE","FALSE",0,1,5,1,0,9,1,7,10
"452","230825 CU vs UNLV 1-3s1","CU","UNLV","CU 23","FALSE","TRUE",1,0,4,0,1,10,2,5,13
"453","230825 CU vs UNLV 1-3s2","CU","UNLV","CU 23","FALSE","FALSE",1,0,3,0,1,10,5,4,16
"454","230825 CU vs UNLV 1-3s3","CU","UNLV","CU 23","FALSE","FALSE",1,0,4,0,0,9,1,5,10
"455","230825 CU vs UNLV 1-3s4","CU","UNLV","CU 23","FALSE","FALSE",0,0,2,0,1,8,2,2,11
"456","230826 CU vs Campbell 3-0s1","CU","Campbell","CU 23","TRUE","TRUE",2,0,4,1,2,14,3,7,19
"457","230826 CU vs Campbell 3-0s2","CU","Campbell","CU 23","TRUE","TRUE",0,0,3,0,4,9,7,3,20
"458","230826 CU vs Campbell 3-0s3","CU","Campbell","CU 23","TRUE","TRUE",4,1,1,0,1,17,2,6,20
"459","230827 CU vs N TX 3-0s1","CU","N TX","CU 23","TRUE","TRUE",4,0,3,1,2,19,0,8,21
"460","230827 CU vs N TX 3-0s2","CU","N TX","CU 23","TRUE","TRUE",2,0,1,0,1,18,1,3,20
"461","230827 CU vs N TX 3-0s3","CU","N TX","CU 23","TRUE","TRUE",1,0,2,1,1,15,0,4,16
"462","230831 CU @ UNCO 3-0s1","CU","UNCO","CU 23","TRUE","TRUE",4,0,1,0,2,15,1,5,18
"463","230831 CU @ UNCO 3-0s2","CU","UNCO","CU 23","TRUE","TRUE",2,1,2,0,3,13,3,5,19
"464","230831 CU @ UNCO 3-0s3","CU","UNCO","CU 23","TRUE","TRUE",4,0,2,0,2,10,4,6,16
"465","230901 CU vs Xavier 3-0s1","CU","Xavier","CU 23","TRUE","TRUE",2,0,2,0,1,20,0,4,21
"466","230901 CU vs Xavier 3-0s2","CU","Xavier","CU 23","TRUE","TRUE",3,0,3,0,1,16,4,6,21
"467","230901 CU vs Xavier 3-0s3","CU","Xavier","CU 23","TRUE","TRUE",2,0,2,0,1,11,5,4,17
"468","230902 CU vs UNCC 3-0s1","CU","UNCC","CU 23","TRUE","TRUE",1,0,1,0,1,11,5,2,17
